Index,Date,Team1,Team2,Team1_country,Team2_country,Map,Team1_Score,Team2_Score,Event
1657,3/7/21,Extra Salt,paiN,North America,Brazil,Ancient,16,11,DreamHack Open June 2021 North America
1658,3/7/21,paiN,Extra Salt,Brazil,North America,Vertigo,6,16,DreamHack Open June 2021 North America
1659,3/7/21,Extra Salt,paiN,North America,Brazil,Inferno,13,16,DreamHack Open June 2021 North America
1660,2/7/21,Party Astronauts,O PLANO,United States,Brazil,Inferno,14,16,DreamHack Open June 2021 North America
1661,2/7/21,O PLANO,Party Astronauts,Brazil,United States,Nuke,16,9,DreamHack Open June 2021 North America
1662,2/7/21,Party Astronauts,O PLANO,United States,Brazil,Mirage,16,13,DreamHack Open June 2021 North America
1663,2/7/21,TeamOne,ENCE,Brazil,Europe,Ancient,13,16,Pinnacle Cup II
1664,2/7/21,ENCE,TeamOne,Europe,Brazil,Nuke,16,9,Pinnacle Cup II
1665,2/7/21,Spirit,Natus Vincere,Russia,Russia,Nuke,3,16,StarLadder CIS RMR 2021
1666,2/7/21,Natus Vincere,Spirit,Russia,Russia,Overpass,17,19,StarLadder CIS RMR 2021
1667,2/7/21,Spirit,Natus Vincere,Russia,Russia,Mirage,10,16,StarLadder CIS RMR 2021
1668,2/7/21,Anonymo,Nemiga,Poland,Belarus,Mirage,16,12,ESEA Premier Season 37 Europe
1669,2/7/21,Anonymo,Nemiga,Poland,Belarus,Inferno,11,16,ESEA Premier Season 37 Europe
1670,2/7/21,Nemiga,Anonymo,Belarus,Poland,Nuke,14,16,ESEA Premier Season 37 Europe
1671,2/7/21,BIG,SKADE,Germany,Bulgaria,Mirage,11,16,Elisa Invitational Summer 2021
1672,2/7/21,SKADE,BIG,Bulgaria,Germany,Vertigo,16,6,Elisa Invitational Summer 2021
1673,2/7/21,BIG,SKADE,Germany,Bulgaria,Overpass,19,16,Elisa Invitational Summer 2021
1674,2/7/21,HAVU,MIBR,Finland,Brazil,Ancient,7,16,Pinnacle Cup II
1675,2/7/21,HAVU,MIBR,Finland,Brazil,Mirage,11,16,Pinnacle Cup II
1676,2/7/21,MIBR,HAVU,Brazil,Finland,Dust2,3,16,Pinnacle Cup II
1677,2/7/21,K23,Gambit,Kazakhstan,Russia,Mirage,8,16,StarLadder CIS RMR 2021
1678,2/7/21,Gambit,K23,Russia,Kazakhstan,Inferno,16,12,StarLadder CIS RMR 2021
1679,2/7/21,Young Ninjas,Fiend,Sweden,Bulgaria,Overpass,14,16,Pinnacle Cup II
1680,2/7/21,Young Ninjas,Fiend,Sweden,Bulgaria,Mirage,2,16,Pinnacle Cup II
1681,2/7/21,Fiend,Young Ninjas,Bulgaria,Sweden,Inferno,4,16,Pinnacle Cup II
1682,2/7/21,O PLANO,GODSENT,Brazil,Brazil,Dust2,16,11,DreamHack Open June 2021 North America
1683,2/7/21,O PLANO,GODSENT,Brazil,Brazil,Inferno,16,9,DreamHack Open June 2021 North America
1684,2/7/21,GODSENT,O PLANO,Brazil,Brazil,Ancient,16,5,DreamHack Open June 2021 North America
1685,1/7/21,DBL PONEY,Entropiq,France,Russia,Dust2,9,16,Elisa Invitational Summer 2021
1686,1/7/21,DBL PONEY,Entropiq,France,Russia,Overpass,8,16,Elisa Invitational Summer 2021
1687,1/7/21,Entropiq,DBL PONEY,Russia,France,Vertigo,14,16,Elisa Invitational Summer 2021
1688,1/7/21,Natus Vincere,Gambit,Russia,Russia,Inferno,11,16,StarLadder CIS RMR 2021
1689,1/7/21,Natus Vincere,Gambit,Russia,Russia,Dust2,13,16,StarLadder CIS RMR 2021
1690,1/7/21,Natus Vincere,Gambit,Russia,Russia,Mirage,16,13,StarLadder CIS RMR 2021
1691,1/7/21,forZe,Nemiga,Russia,Belarus,Inferno,16,10,StarLadder CIS RMR 2021
1692,1/7/21,Nemiga,forZe,Belarus,Russia,Mirage,14,16,StarLadder CIS RMR 2021
1693,1/7/21,Sinners,AGO,Czech Republic,Poland,Nuke,22,20,Pinnacle Cup II
1694,1/7/21,Sinners,AGO,Czech Republic,Poland,Vertigo,16,8,Pinnacle Cup II
1695,1/7/21,Fiend,SKADE,Bulgaria,Bulgaria,Dust2,8,16,Elisa Invitational Summer 2021
1696,1/7/21,SKADE,Fiend,Bulgaria,Bulgaria,Mirage,16,14,Elisa Invitational Summer 2021
1697,1/7/21,Fiend,SKADE,Bulgaria,Bulgaria,Overpass,16,6,Elisa Invitational Summer 2021
1698,1/7/21,Virtus.pro,Entropiq,CIS,Russia,Dust2,12,16,StarLadder CIS RMR 2021
1699,1/7/21,100PG,K23,Kazakhstan,Kazakhstan,Inferno,8,16,StarLadder CIS RMR 2021
1700,1/7/21,Copenhagen Flames,Endpoint,Denmark,United Kingdom,Inferno,5,16,Pinnacle Cup II
1701,1/7/21,Endpoint,Copenhagen Flames,United Kingdom,Denmark,Vertigo,16,8,Pinnacle Cup II
1702,1/7/21,Virtus.pro,Entropiq,CIS,Russia,Overpass,14,16,StarLadder CIS RMR 2021
1703,1/7/21,K23,100PG,Kazakhstan,Kazakhstan,Ancient,16,14,StarLadder CIS RMR 2021
1704,1/7/21,DBL PONEY,Lyngby Vikings,France,Denmark,Vertigo,19,22,Pinnacle Cup II
1705,1/7/21,Lyngby Vikings,DBL PONEY,Denmark,France,Nuke,16,11,Pinnacle Cup II
1706,1/7/21,100PG,SKADE,Kazakhstan,Bulgaria,Inferno,14,16,Pinnacle Cup II
1707,1/7/21,100PG,SKADE,Kazakhstan,Bulgaria,Ancient,16,12,Pinnacle Cup II
1708,1/7/21,SKADE,100PG,Bulgaria,Kazakhstan,Dust2,16,12,Pinnacle Cup II
1709,30/6/21,paiN,Party Astronauts,Brazil,United States,Inferno,23,25,DreamHack Open June 2021 North America
1710,30/6/21,Party Astronauts,paiN,United States,Brazil,Ancient,8,16,DreamHack Open June 2021 North America
1711,30/6/21,paiN,Party Astronauts,Brazil,United States,Mirage,8,16,DreamHack Open June 2021 North America
1712,30/6/21,GODSENT,Extra Salt,Brazil,North America,Ancient,15,19,DreamHack Open June 2021 North America
1713,30/6/21,Extra Salt,GODSENT,North America,Brazil,Vertigo,16,12,DreamHack Open June 2021 North America
1714,30/6/21,777,HAVU,Norway,Finland,Ancient,16,9,Elisa Invitational Summer 2021
1715,30/6/21,HAVU,777,Finland,Norway,Overpass,14,16,Elisa Invitational Summer 2021
1716,30/6/21,777,HAVU,Norway,Finland,Dust2,14,16,Elisa Invitational Summer 2021
1717,30/6/21,Virtus.pro,K23,CIS,Kazakhstan,Overpass,16,14,StarLadder CIS RMR 2021
1718,30/6/21,K23,Virtus.pro,Kazakhstan,CIS,Inferno,16,14,StarLadder CIS RMR 2021
1719,30/6/21,K23,Virtus.pro,Kazakhstan,CIS,Dust2,11,16,StarLadder CIS RMR 2021
1720,30/6/21,forZe,Natus Vincere,Russia,Russia,Dust2,14,16,StarLadder CIS RMR 2021
1721,30/6/21,Natus Vincere,forZe,Russia,Russia,Ancient,16,8,StarLadder CIS RMR 2021
1722,30/6/21,Entropiq,Complexity,Russia,Europe,Mirage,12,16,Spring Sweet Spring 3
1723,30/6/21,Complexity,Entropiq,Europe,Russia,Overpass,16,9,Spring Sweet Spring 3
1724,30/6/21,SAW,Endpoint,Portugal,United Kingdom,Dust2,4,16,Elisa Invitational Summer 2021
1725,30/6/21,SAW,Endpoint,Portugal,United Kingdom,Overpass,10,16,Elisa Invitational Summer 2021
1726,30/6/21,Akuma,Nemiga,Ukraine,Belarus,Nuke,11,16,StarLadder CIS RMR 2021
1727,30/6/21,Nemiga,Akuma,Belarus,Ukraine,Vertigo,16,5,StarLadder CIS RMR 2021
1728,30/6/21,Akuma,Nemiga,Ukraine,Belarus,Inferno,19,15,StarLadder CIS RMR 2021
1729,30/6/21,Spirit,100PG,Russia,Kazakhstan,Dust2,16,4,StarLadder CIS RMR 2021
1730,30/6/21,100PG,Spirit,Kazakhstan,Russia,Nuke,8,16,StarLadder CIS RMR 2021
1731,30/6/21,Spirit,100PG,Russia,Kazakhstan,Inferno,7,16,StarLadder CIS RMR 2021
1732,30/6/21,1WIN,Complexity,Russia,Europe,Overpass,13,16,Spring Sweet Spring 3
1733,30/6/21,1WIN,Complexity,Russia,Europe,Mirage,16,2,Spring Sweet Spring 3
1734,30/6/21,Complexity,1WIN,Europe,Russia,Nuke,16,10,Spring Sweet Spring 3
1735,30/6/21,Entropiq,AGO,Russia,Poland,Nuke,16,7,Spring Sweet Spring 3
1736,30/6/21,AGO,Entropiq,Poland,Russia,Dust2,11,16,Spring Sweet Spring 3
1737,30/6/21,Entropiq,AGO,Russia,Poland,Ancient,10,16,Spring Sweet Spring 3
1738,30/6/21,O PLANO,GODSENT,Brazil,Brazil,Vertigo,5,16,DreamHack Open June 2021 North America
1739,30/6/21,O PLANO,GODSENT,Brazil,Brazil,Dust2,11,16,DreamHack Open June 2021 North America
1740,29/6/21,1WIN,100PG,Russia,Kazakhstan,Overpass,10,16,Pinnacle Cup II
1741,29/6/21,1WIN,100PG,Russia,Kazakhstan,Dust2,17,19,Pinnacle Cup II
1742,29/6/21,100PG,1WIN,Kazakhstan,Russia,Mirage,9,16,Pinnacle Cup II
1743,29/6/21,Spirit,Virtus.pro,Russia,CIS,Overpass,16,7,StarLadder CIS RMR 2021
1744,29/6/21,Spirit,Virtus.pro,Russia,CIS,Dust2,16,13,StarLadder CIS RMR 2021
1745,29/6/21,Spirit,Virtus.pro,Russia,CIS,Inferno,11,16,StarLadder CIS RMR 2021
1746,29/6/21,forZe,Gambit,Russia,Russia,Dust2,6,16,StarLadder CIS RMR 2021
1747,29/6/21,Gambit,forZe,Russia,Russia,Ancient,16,12,StarLadder CIS RMR 2021
1748,29/6/21,1WIN,FURIA,Russia,Brazil,Ancient,16,12,Spring Sweet Spring 3
1749,29/6/21,FURIA,1WIN,Brazil,Russia,Overpass,19,22,Spring Sweet Spring 3
1750,29/6/21,K23,Entropiq,Kazakhstan,Russia,Nuke,16,12,StarLadder CIS RMR 2021
1751,29/6/21,Entropiq,K23,Russia,Kazakhstan,Dust2,13,16,StarLadder CIS RMR 2021
1752,29/6/21,Akuma,Natus Vincere,Ukraine,Russia,Nuke,6,16,StarLadder CIS RMR 2021
1753,29/6/21,Natus Vincere,Akuma,Russia,Ukraine,Mirage,16,5,StarLadder CIS RMR 2021
1754,29/6/21,Complexity,Fiend,Europe,Bulgaria,Mirage,16,13,Spring Sweet Spring 3
1755,29/6/21,Fiend,Complexity,Bulgaria,Europe,Nuke,12,16,Spring Sweet Spring 3
1756,29/6/21,Sangal,Young Ninjas,Turkey,Sweden,Nuke,17,19,Pinnacle Cup II
1757,29/6/21,Sangal,Young Ninjas,Turkey,Sweden,Vertigo,16,10,Pinnacle Cup II
1758,29/6/21,Sangal,Young Ninjas,Turkey,Sweden,Inferno,14,16,Pinnacle Cup II
1759,29/6/21,SKADE,AGO,Bulgaria,Poland,Ancient,8,16,Spring Sweet Spring 3
1760,29/6/21,AGO,SKADE,Poland,Bulgaria,Dust2,16,9,Spring Sweet Spring 3
1761,29/6/21,Copenhagen Flames,Entropiq,Denmark,Russia,Overpass,9,16,Spring Sweet Spring 3
1762,29/6/21,Copenhagen Flames,Entropiq,Denmark,Russia,Mirage,8,16,Spring Sweet Spring 3
1763,29/6/21,Entropiq,Copenhagen Flames,Russia,Denmark,Vertigo,14,16,Spring Sweet Spring 3
1764,28/6/21,Natus Vincere,Nemiga,Russia,Belarus,Mirage,16,12,StarLadder CIS RMR 2021
1765,28/6/21,Nemiga,Natus Vincere,Belarus,Russia,Dust2,16,12,StarLadder CIS RMR 2021
1766,28/6/21,Natus Vincere,Nemiga,Russia,Belarus,Inferno,16,7,StarLadder CIS RMR 2021
1767,28/6/21,Spirit,K23,Russia,Kazakhstan,Overpass,16,6,StarLadder CIS RMR 2021
1768,28/6/21,K23,Spirit,Kazakhstan,Russia,Nuke,7,16,StarLadder CIS RMR 2021
1769,28/6/21,Spirit,K23,Russia,Kazakhstan,Inferno,16,19,StarLadder CIS RMR 2021
1770,28/6/21,EXTREMUM,Fiend,Oceania,Bulgaria,Ancient,5,16,Spring Sweet Spring 3
1771,28/6/21,EXTREMUM,Fiend,Oceania,Bulgaria,Mirage,11,16,Spring Sweet Spring 3
1772,28/6/21,Fiend,EXTREMUM,Bulgaria,Oceania,Inferno,15,19,Spring Sweet Spring 3
1773,28/6/21,Entropiq,100PG,Russia,Kazakhstan,Overpass,16,14,StarLadder CIS RMR 2021
1774,28/6/21,Entropiq,100PG,Russia,Kazakhstan,Nuke,16,10,StarLadder CIS RMR 2021
1775,28/6/21,Entropiq,100PG,Russia,Kazakhstan,Dust2,12,16,StarLadder CIS RMR 2021
1776,28/6/21,Gambit,Akuma,Russia,Ukraine,Inferno,16,6,StarLadder CIS RMR 2021
1777,28/6/21,Akuma,Gambit,Ukraine,Russia,Vertigo,10,16,StarLadder CIS RMR 2021
1778,28/6/21,Endpoint,AGO,United Kingdom,Poland,Ancient,16,19,Spring Sweet Spring 3
1779,28/6/21,AGO,Endpoint,Poland,United Kingdom,Vertigo,7,16,Spring Sweet Spring 3
1780,28/6/21,Endpoint,AGO,United Kingdom,Poland,Mirage,12,16,Spring Sweet Spring 3
1781,28/6/21,Anonymo,1WIN,Poland,Russia,Dust2,8,16,Spring Sweet Spring 3
1782,28/6/21,1WIN,Anonymo,Russia,Poland,Nuke,16,4,Spring Sweet Spring 3
1783,28/6/21,Bad News Bears,GODSENT,United States,Brazil,Ancient,14,16,ESEA Summer 2021 Cash Cup 2 North America
1784,28/6/21,Bad News Bears,GODSENT,United States,Brazil,Inferno,5,16,ESEA Summer 2021 Cash Cup 2 North America
1785,28/6/21,Extra Salt,TeamOne,North America,Brazil,Inferno,8,16,ESEA Premier Season 37 North America
1786,28/6/21,TeamOne,Extra Salt,Brazil,North America,Ancient,10,16,ESEA Premier Season 37 North America
1787,28/6/21,Extra Salt,TeamOne,North America,Brazil,Mirage,13,16,ESEA Premier Season 37 North America
1788,27/6/21,HAVU,Young Ninjas,Finland,Sweden,Ancient,16,13,Elisa Invitational Summer 2021
1789,27/6/21,Young Ninjas,HAVU,Sweden,Finland,Overpass,16,10,Elisa Invitational Summer 2021
1790,27/6/21,HAVU,Young Ninjas,Finland,Sweden,Inferno,22,19,Elisa Invitational Summer 2021
1791,27/6/21,Spirit,Entropiq,Russia,Russia,Mirage,16,13,StarLadder CIS RMR 2021
1792,27/6/21,Entropiq,Spirit,Russia,Russia,Dust2,9,16,StarLadder CIS RMR 2021
1793,27/6/21,Spirit,Entropiq,Russia,Russia,Nuke,29,31,StarLadder CIS RMR 2021
1794,27/6/21,AGO,Sinners,Poland,Czech Republic,Vertigo,12,16,ESEA Premier Season 37 Europe
1795,27/6/21,AGO,Sinners,Poland,Czech Republic,Nuke,8,16,ESEA Premier Season 37 Europe
1796,27/6/21,Virtus.pro,100PG,CIS,Kazakhstan,Overpass,16,19,StarLadder CIS RMR 2021
1797,27/6/21,100PG,Virtus.pro,Kazakhstan,CIS,Inferno,11,16,StarLadder CIS RMR 2021
1798,27/6/21,100PG,Virtus.pro,Kazakhstan,CIS,Dust2,16,13,StarLadder CIS RMR 2021
1799,27/6/21,DBL PONEY,SKADE,France,Bulgaria,Inferno,12,16,Elisa Invitational Summer 2021
1800,27/6/21,DBL PONEY,SKADE,France,Bulgaria,Overpass,12,16,Elisa Invitational Summer 2021
1801,27/6/21,SKADE,DBL PONEY,Bulgaria,France,Dust2,11,16,Elisa Invitational Summer 2021
1802,27/6/21,FURIA,BIG,Brazil,Germany,Vertigo,20,22,Gamers Without Borders 2021
1803,27/6/21,BIG,FURIA,Germany,Brazil,Inferno,19,16,Gamers Without Borders 2021
1804,27/6/21,FURIA,BIG,Brazil,Germany,Mirage,16,14,Gamers Without Borders 2021
1805,27/6/21,Nemiga,Gambit,Belarus,Russia,Dust2,3,16,StarLadder CIS RMR 2021
1806,27/6/21,Nemiga,Gambit,Belarus,Russia,Vertigo,15,19,StarLadder CIS RMR 2021
1807,27/6/21,Gambit,Nemiga,Russia,Belarus,Inferno,14,16,StarLadder CIS RMR 2021
1808,27/6/21,forZe,Akuma,Russia,Ukraine,Inferno,22,18,StarLadder CIS RMR 2021
1809,27/6/21,Akuma,forZe,Ukraine,Russia,Overpass,4,16,StarLadder CIS RMR 2021
1810,27/6/21,Entropiq,DBL PONEY,Russia,France,Overpass,16,8,European Development Championship 4
1811,27/6/21,Entropiq,DBL PONEY,Russia,France,Dust2,16,12,European Development Championship 4
1812,27/6/21,DBL PONEY,Entropiq,France,Russia,Vertigo,16,3,European Development Championship 4
1813,27/6/21,Endpoint,Fiend,United Kingdom,Bulgaria,Mirage,3,16,Elisa Invitational Summer 2021
1814,27/6/21,Fiend,Endpoint,Bulgaria,United Kingdom,Inferno,16,12,Elisa Invitational Summer 2021
1815,27/6/21,Extra Salt,paiN,North America,Brazil,Nuke,16,13,ESEA Premier Season 37 North America
1816,27/6/21,paiN,Extra Salt,Brazil,North America,Vertigo,10,16,ESEA Premier Season 37 North America
1817,27/6/21,Party Astronauts,Bad News Bears,United States,United States,Mirage,13,16,ESEA Summer 2021 Cash Cup 2 North America
1818,26/6/21,SAW,Endpoint,Portugal,United Kingdom,Dust2,16,12,Elisa Invitational Summer 2021
1819,26/6/21,SAW,Endpoint,Portugal,United Kingdom,Ancient,19,15,Elisa Invitational Summer 2021
1820,26/6/21,Endpoint,SAW,United Kingdom,Portugal,Vertigo,16,8,Elisa Invitational Summer 2021
1821,26/6/21,FURIA,ENCE,Brazil,Europe,Vertigo,16,11,Gamers Without Borders 2021
1822,26/6/21,FURIA,ENCE,Brazil,Europe,Ancient,16,9,Gamers Without Borders 2021
1823,26/6/21,ENCE,FURIA,Europe,Brazil,Mirage,16,8,Gamers Without Borders 2021
1824,26/6/21,AGO,forZe,Poland,Russia,Ancient,19,15,ESEA Premier Season 37 Europe
1825,26/6/21,AGO,forZe,Poland,Russia,Mirage,8,16,ESEA Premier Season 37 Europe
1826,26/6/21,forZe,AGO,Russia,Poland,Nuke,11,16,ESEA Premier Season 37 Europe
1827,26/6/21,SKADE,Copenhagen Flames,Bulgaria,Denmark,Overpass,16,10,Elisa Invitational Summer 2021
1828,26/6/21,Copenhagen Flames,SKADE,Denmark,Bulgaria,Mirage,13,16,Elisa Invitational Summer 2021
1829,26/6/21,SKADE,Copenhagen Flames,Bulgaria,Denmark,Vertigo,9,16,Elisa Invitational Summer 2021
1830,26/6/21,BIG,MOUZ,Germany,Europe,Vertigo,16,12,Gamers Without Borders 2021
1831,26/6/21,MOUZ,BIG,Europe,Germany,Nuke,14,16,Gamers Without Borders 2021
1832,26/6/21,BIG,MOUZ,Germany,Europe,Mirage,16,19,Gamers Without Borders 2021
1833,26/6/21,Copenhagen Flames,DBL PONEY,Denmark,France,Inferno,11,16,European Development Championship 4
1834,26/6/21,DBL PONEY,Copenhagen Flames,France,Denmark,Vertigo,16,12,European Development Championship 4
1835,26/6/21,Sangal,Entropiq,Turkey,Russia,Train,14,16,European Development Championship 4
1836,26/6/21,Entropiq,Sangal,Russia,Turkey,Dust2,10,16,European Development Championship 4
1837,26/6/21,Sangal,Entropiq,Turkey,Russia,Nuke,7,16,European Development Championship 4
1838,25/6/21,DBL PONEY,Sangal,France,Turkey,Inferno,22,18,Elisa Invitational Summer 2021
1839,25/6/21,Sangal,DBL PONEY,Turkey,France,Nuke,7,16,Elisa Invitational Summer 2021
1840,25/6/21,FURIA,FaZe,Brazil,Europe,Inferno,16,14,Gamers Without Borders 2021
1841,25/6/21,FaZe,FURIA,Europe,Brazil,Nuke,10,16,Gamers Without Borders 2021
1842,25/6/21,FURIA,FaZe,Brazil,Europe,Mirage,11,16,Gamers Without Borders 2021
1843,25/6/21,LDLC,forZe,France,Russia,Ancient,9,16,ESEA Premier Season 37 Europe
1844,25/6/21,LDLC,forZe,France,Russia,Mirage,11,16,ESEA Premier Season 37 Europe
1845,25/6/21,forZe,LDLC,Russia,France,Inferno,11,16,ESEA Premier Season 37 Europe
1846,25/6/21,777,Fiend,Norway,Bulgaria,Ancient,19,17,Elisa Invitational Summer 2021
1847,25/6/21,777,Fiend,Norway,Bulgaria,Mirage,5,16,Elisa Invitational Summer 2021
1848,25/6/21,Fiend,777,Bulgaria,Norway,Overpass,9,16,Elisa Invitational Summer 2021
1849,25/6/21,Dignitas,FaZe,Sweden,Europe,Overpass,13,16,Gamers Without Borders 2021
1850,25/6/21,Dignitas,FaZe,Sweden,Europe,Ancient,16,10,Gamers Without Borders 2021
1851,25/6/21,FaZe,Dignitas,Europe,Sweden,Nuke,16,14,Gamers Without Borders 2021
1852,25/6/21,Akuma,DBL PONEY,Ukraine,France,Dust2,6,16,European Development Championship 4
1853,25/6/21,Akuma,DBL PONEY,Ukraine,France,Inferno,12,16,European Development Championship 4
1854,25/6/21,DBL PONEY,Akuma,France,Ukraine,Vertigo,13,16,European Development Championship 4
1855,25/6/21,Copenhagen Flames,Fiend,Denmark,Bulgaria,Mirage,16,13,European Development Championship 4
1856,25/6/21,Fiend,Copenhagen Flames,Bulgaria,Denmark,Nuke,22,25,European Development Championship 4
1857,25/6/21,EXTREMUM,Lyngby Vikings,Oceania,Denmark,Vertigo,16,6,Spring Sweet Spring 3
1858,25/6/21,Lyngby Vikings,EXTREMUM,Denmark,Oceania,Nuke,16,11,Spring Sweet Spring 3
1859,25/6/21,EXTREMUM,Lyngby Vikings,Oceania,Denmark,Ancient,16,4,Spring Sweet Spring 3
1860,25/6/21,TeamOne,Extra Salt,Brazil,North America,Nuke,16,12,ESEA Premier Season 37 North America
1861,25/6/21,TeamOne,Extra Salt,Brazil,North America,Ancient,6,16,ESEA Premier Season 37 North America
1862,25/6/21,TeamOne,Extra Salt,Brazil,North America,Dust2,16,12,ESEA Premier Season 37 North America
1863,24/6/21,BIG,FURIA,Germany,Brazil,Vertigo,16,11,Gamers Without Borders 2021
1864,24/6/21,BIG,FURIA,Germany,Brazil,Inferno,16,14,Gamers Without Borders 2021
1865,24/6/21,FURIA,BIG,Brazil,Germany,Mirage,16,14,Gamers Without Borders 2021
1866,24/6/21,Young Ninjas,Entropiq,Sweden,Russia,Vertigo,11,16,Elisa Invitational Summer 2021
1867,24/6/21,Entropiq,Young Ninjas,Russia,Sweden,Mirage,16,4,Elisa Invitational Summer 2021
1868,24/6/21,AGO,Sinners,Poland,Czech Republic,Vertigo,9,16,ESEA Premier Season 37 Europe
1869,24/6/21,Sinners,AGO,Czech Republic,Poland,Ancient,16,10,ESEA Premier Season 37 Europe
1870,24/6/21,BIG,LDLC,Germany,France,Dust2,14,16,ESEA Premier Season 37 Europe
1871,24/6/21,LDLC,BIG,France,Germany,Vertigo,16,14,ESEA Premier Season 37 Europe
1872,24/6/21,BIG,LDLC,Germany,France,Inferno,16,11,ESEA Premier Season 37 Europe
1873,24/6/21,Dignitas,FURIA,Sweden,Brazil,Inferno,9,16,Gamers Without Borders 2021
1874,24/6/21,FURIA,Dignitas,Brazil,Sweden,Nuke,19,17,Gamers Without Borders 2021
1875,24/6/21,BIG,FaZe,Germany,Europe,Overpass,19,16,Gamers Without Borders 2021
1876,24/6/21,FaZe,BIG,Europe,Germany,Nuke,16,8,Gamers Without Borders 2021
1877,24/6/21,FaZe,BIG,Europe,Germany,Inferno,9,16,Gamers Without Borders 2021
1878,24/6/21,1WIN,EXTREMUM,Russia,Oceania,Vertigo,16,8,Spring Sweet Spring 3
1879,24/6/21,EXTREMUM,1WIN,Oceania,Russia,Dust2,14,16,Spring Sweet Spring 3
1880,24/6/21,Extra Salt,paiN,North America,Brazil,Inferno,16,7,ESEA Premier Season 37 North America
1881,24/6/21,Extra Salt,paiN,North America,Brazil,Mirage,16,10,ESEA Premier Season 37 North America
1882,24/6/21,paiN,Extra Salt,Brazil,North America,Vertigo,22,20,ESEA Premier Season 37 North America
1883,23/6/21,MOUZ,NIP,Europe,Sweden,Mirage,16,8,Gamers Without Borders 2021
1884,23/6/21,NIP,MOUZ,Sweden,Europe,Ancient,6,16,Gamers Without Borders 2021
1885,23/6/21,NIP,MOUZ,Sweden,Europe,Vertigo,16,3,Gamers Without Borders 2021
1886,23/6/21,AGO,forZe,Poland,Russia,Nuke,16,10,ESEA Premier Season 37 Europe
1887,23/6/21,AGO,forZe,Poland,Russia,Mirage,19,16,ESEA Premier Season 37 Europe
1888,23/6/21,forZe,AGO,Russia,Poland,Ancient,16,13,ESEA Premier Season 37 Europe
1889,23/6/21,GamerLegion,LDLC,Sweden,France,Nuke,4,16,ESEA Premier Season 37 Europe
1890,23/6/21,GamerLegion,LDLC,Sweden,France,Ancient,12,16,ESEA Premier Season 37 Europe
1891,23/6/21,LDLC,GamerLegion,France,Sweden,Mirage,13,16,ESEA Premier Season 37 Europe
1892,23/6/21,BIG,Sinners,Germany,Czech Republic,Vertigo,14,16,ESEA Premier Season 37 Europe
1893,23/6/21,BIG,Sinners,Germany,Czech Republic,Ancient,6,16,ESEA Premier Season 37 Europe
1894,23/6/21,Sinners,BIG,Czech Republic,Germany,Mirage,11,16,ESEA Premier Season 37 Europe
1895,23/6/21,Copenhagen Flames,Anonymo,Denmark,Poland,Inferno,16,14,Spring Sweet Spring 3
1896,23/6/21,Anonymo,Copenhagen Flames,Poland,Denmark,Ancient,16,12,Spring Sweet Spring 3
1897,23/6/21,Copenhagen Flames,Anonymo,Denmark,Poland,Nuke,16,12,Spring Sweet Spring 3
1898,23/6/21,Fiend,Endpoint,Bulgaria,United Kingdom,Inferno,14,16,Spring Sweet Spring 3
1899,23/6/21,Endpoint,Fiend,United Kingdom,Bulgaria,Mirage,28,26,Spring Sweet Spring 3
1900,23/6/21,MIBR,MOUZ,Brazil,Europe,Ancient,16,19,Gamers Without Borders 2021
1901,23/6/21,MOUZ,MIBR,Europe,Brazil,Mirage,16,4,Gamers Without Borders 2021
1902,23/6/21,MIBR,AGO,Brazil,Poland,Dust2,13,16,Spring Sweet Spring 3
1903,23/6/21,MIBR,AGO,Brazil,Poland,Ancient,11,16,Spring Sweet Spring 3
1904,22/6/21,NIP,ENCE,Sweden,Europe,Ancient,11,16,Gamers Without Borders 2021
1905,22/6/21,ENCE,NIP,Europe,Sweden,Overpass,16,14,Gamers Without Borders 2021
1906,22/6/21,NIP,ENCE,Sweden,Europe,Nuke,16,13,Gamers Without Borders 2021
1907,22/6/21,Anonymo,EXTREMUM,Poland,Oceania,Mirage,16,9,Spring Sweet Spring 3
1908,22/6/21,EXTREMUM,Anonymo,Oceania,Poland,Nuke,13,16,Spring Sweet Spring 3
1909,22/6/21,Anonymo,EXTREMUM,Poland,Oceania,Vertigo,10,16,Spring Sweet Spring 3
1910,22/6/21,LDLC,AGO,France,Poland,Nuke,10,16,ESEA Premier Season 37 Europe
1911,22/6/21,LDLC,AGO,France,Poland,Ancient,13,16,ESEA Premier Season 37 Europe
1912,22/6/21,AGO,LDLC,Poland,France,Inferno,12,16,ESEA Premier Season 37 Europe
1913,22/6/21,Sangal,BIG,Turkey,Germany,Mirage,11,16,ESEA Premier Season 37 Europe
1914,22/6/21,Sangal,BIG,Turkey,Germany,Vertigo,11,16,ESEA Premier Season 37 Europe
1915,22/6/21,BIG,Sangal,Germany,Turkey,Inferno,10,16,ESEA Premier Season 37 Europe
1916,22/6/21,forZe,GamerLegion,Russia,Sweden,Mirage,16,7,ESEA Premier Season 37 Europe
1917,22/6/21,forZe,GamerLegion,Russia,Sweden,Nuke,16,3,ESEA Premier Season 37 Europe
1918,22/6/21,1WIN,Copenhagen Flames,Russia,Denmark,Overpass,8,16,Spring Sweet Spring 3
1919,22/6/21,Copenhagen Flames,1WIN,Denmark,Russia,Mirage,16,9,Spring Sweet Spring 3
1920,22/6/21,ENCE,MOUZ,Europe,Europe,Overpass,16,12,Gamers Without Borders 2021
