Index,Date,Team1,Team2,Team1_country,Team2_country,Map,Team1_Score,Team2_Score,Event
4315,11/2/21,High Coast,RBG,United States,United States,Nuke,16,13,ESEA Premier Season 36 North America
4316,10/2/21,Evil Geniuses,Complexity,United States,Europe,Mirage,5,16,BLAST Premier Spring Groups 2021
4317,10/2/21,Complexity,Evil Geniuses,Europe,United States,Inferno,16,12,BLAST Premier Spring Groups 2021
4318,10/2/21,Wisla Krakow,GamerLegion,Poland,Europe,Nuke,16,14,ESEA Premier Season 36 Europe
4319,10/2/21,GamerLegion,Wisla Krakow,Europe,Poland,Train,2,16,ESEA Premier Season 36 Europe
4320,10/2/21,Wisla Krakow,GamerLegion,Poland,Europe,Overpass,9,16,ESEA Premier Season 36 Europe
4321,10/2/21,Apeks,SAW,Sweden,Portugal,Dust2,12,16,ESEA Premier Season 36 Europe
4322,10/2/21,Apeks,SAW,Sweden,Portugal,Vertigo,8,16,ESEA Premier Season 36 Europe
4323,10/2/21,G2,Evil Geniuses,Europe,United States,Nuke,5,16,BLAST Premier Spring Groups 2021
4324,10/2/21,G2,Evil Geniuses,Europe,United States,Vertigo,16,9,BLAST Premier Spring Groups 2021
4325,10/2/21,G2,Evil Geniuses,Europe,United States,Train,12,16,BLAST Premier Spring Groups 2021
4326,10/2/21,Sinners,Izako Boars,Czech Republic,Poland,Nuke,16,14,European Development Championship 2
4327,10/2/21,Sinners,Izako Boars,Czech Republic,Poland,Train,23,25,European Development Championship 2
4328,10/2/21,Sinners,Izako Boars,Czech Republic,Poland,Vertigo,16,10,European Development Championship 2
4329,10/2/21,Gambit,FunPlus Phoenix,Russia,Europe,Dust2,9,16,Snow Sweet Snow 1
4330,10/2/21,FunPlus Phoenix,Gambit,Europe,Russia,Overpass,10,16,Snow Sweet Snow 1
4331,10/2/21,Gambit,FunPlus Phoenix,Russia,Europe,Inferno,14,16,Snow Sweet Snow 1
4332,10/2/21,Sinners,Movistar Riders,Czech Republic,Europe,Vertigo,16,9,European Development Championship 2
4333,10/2/21,K23,Izako Boars,Kazakhstan,Poland,Vertigo,15,19,European Development Championship 2
4334,10/2/21,Virtus.pro,Gambit,CIS,Russia,Mirage,11,16,Snow Sweet Snow 1
4335,10/2/21,Gambit,Virtus.pro,Russia,CIS,Dust2,19,22,Snow Sweet Snow 1
4336,10/2/21,Virtus.pro,Gambit,CIS,Russia,Overpass,13,16,Snow Sweet Snow 1
4337,10/2/21,SAW,FunPlus Phoenix,Portugal,Europe,Nuke,10,16,Snow Sweet Snow 1
4338,10/2/21,FunPlus Phoenix,SAW,Europe,Portugal,Dust2,16,13,Snow Sweet Snow 1
4339,9/2/21,Vitality,Evil Geniuses,France,United States,Inferno,16,19,BLAST Premier Spring Groups 2021
4340,9/2/21,Vitality,Evil Geniuses,France,United States,Vertigo,16,8,BLAST Premier Spring Groups 2021
4341,9/2/21,Vitality,Evil Geniuses,France,United States,Nuke,9,16,BLAST Premier Spring Groups 2021
4342,9/2/21,LDLC,Nemiga,France,Belarus,Inferno,6,16,ESEA Premier Season 36 Europe
4343,9/2/21,Nemiga,LDLC,Belarus,France,Nuke,12,16,ESEA Premier Season 36 Europe
4344,9/2/21,LDLC,Nemiga,France,Belarus,Vertigo,12,16,ESEA Premier Season 36 Europe
4345,9/2/21,AGO,Nexus,Poland,Romania,Dust2,16,10,ESEA Premier Season 36 Europe
4346,9/2/21,Nexus,AGO,Romania,Poland,Vertigo,7,16,ESEA Premier Season 36 Europe
4347,9/2/21,Winstrike,Wisla Krakow,Russia,Poland,Train,16,10,ESEA Premier Season 36 Europe
4348,9/2/21,Wisla Krakow,Winstrike,Poland,Russia,Mirage,5,16,ESEA Premier Season 36 Europe
4349,9/2/21,SAW,forZe,Portugal,Russia,Inferno,16,3,ESEA Premier Season 36 Europe
4350,9/2/21,forZe,SAW,Russia,Portugal,Dust2,16,13,ESEA Premier Season 36 Europe
4351,9/2/21,forZe,SAW,Russia,Portugal,Nuke,13,16,ESEA Premier Season 36 Europe
4352,9/2/21,Complexity,G2,Europe,Europe,Dust2,16,12,BLAST Premier Spring Groups 2021
4353,9/2/21,G2,Complexity,Europe,Europe,Mirage,14,16,BLAST Premier Spring Groups 2021
4354,9/2/21,Sangal,HellRaisers,Turkey,Europe,Nuke,11,16,European Development Championship 2
4355,9/2/21,Sangal,HellRaisers,Turkey,Europe,Train,16,4,European Development Championship 2
4356,9/2/21,HellRaisers,Sangal,Europe,Turkey,Inferno,16,13,European Development Championship 2
4357,9/2/21,FunPlus Phoenix,forZe,Europe,Russia,Train,25,22,Snow Sweet Snow 1
4358,9/2/21,forZe,FunPlus Phoenix,Russia,Europe,Nuke,14,16,Snow Sweet Snow 1
4359,9/2/21,forZe,FunPlus Phoenix,Russia,Europe,Dust2,16,2,Snow Sweet Snow 1
4360,9/2/21,Sangal,SKADE,Turkey,Bulgaria,Dust2,16,2,European Development Championship 2
4361,9/2/21,SKADE,Sangal,Bulgaria,Turkey,Inferno,10,16,European Development Championship 2
4362,9/2/21,SKADE,Sangal,Bulgaria,Turkey,Mirage,16,8,European Development Championship 2
4363,9/2/21,GODSENT,Gambit,Brazil,Russia,Vertigo,9,16,Snow Sweet Snow 1
4364,9/2/21,Gambit,GODSENT,Russia,Brazil,Inferno,16,9,Snow Sweet Snow 1
4365,9/2/21,ENCE,SAW,Europe,Portugal,Nuke,11,16,Snow Sweet Snow 1
4366,9/2/21,SAW,ENCE,Portugal,Europe,Train,16,11,Snow Sweet Snow 1
4367,9/2/21,Virtus.pro,Endpoint,CIS,Europe,Mirage,16,4,Snow Sweet Snow 1
4368,9/2/21,Virtus.pro,Endpoint,CIS,Europe,Dust2,16,7,Snow Sweet Snow 1
4369,8/2/21,G2,Evil Geniuses,Europe,United States,Vertigo,16,12,BLAST Premier Spring Groups 2021
4370,8/2/21,G2,Evil Geniuses,Europe,United States,Inferno,16,12,BLAST Premier Spring Groups 2021
4371,8/2/21,Budapest Five,HellRaisers,Hungary,Europe,Overpass,16,5,European Development Championship 2
4372,8/2/21,HellRaisers,Budapest Five,Europe,Hungary,Nuke,16,13,European Development Championship 2
4373,8/2/21,Budapest Five,HellRaisers,Hungary,Europe,Train,16,4,European Development Championship 2
4374,8/2/21,Complexity,Vitality,Europe,France,Overpass,16,2,BLAST Premier Spring Groups 2021
4375,8/2/21,Vitality,Complexity,France,Europe,Mirage,11,16,BLAST Premier Spring Groups 2021
4376,8/2/21,Sangal,Budapest Five,Turkey,Hungary,Train,14,16,European Development Championship 2
4377,8/2/21,HellRaisers,SKADE,Europe,Bulgaria,Inferno,16,12,European Development Championship 2
4378,8/2/21,Endpoint,Sangal,Europe,Turkey,Mirage,16,11,Snow Sweet Snow 1
4379,8/2/21,Sangal,Endpoint,Turkey,Europe,Inferno,11,16,Snow Sweet Snow 1
4380,8/2/21,GODSENT,Izako Boars,Brazil,Poland,Overpass,16,5,Snow Sweet Snow 1
4381,8/2/21,Izako Boars,GODSENT,Poland,Brazil,Nuke,16,14,Snow Sweet Snow 1
4382,8/2/21,GODSENT,Izako Boars,Brazil,Poland,Dust2,16,10,Snow Sweet Snow 1
4383,8/2/21,Winstrike,forZe,Russia,Russia,Nuke,12,16,Snow Sweet Snow 1
4384,8/2/21,Winstrike,forZe,Russia,Russia,Mirage,20,22,Snow Sweet Snow 1
4385,8/2/21,forZe,Winstrike,Russia,Russia,Overpass,13,16,Snow Sweet Snow 1
4386,8/2/21,Sprout,ENCE,Germany,Europe,Train,9,16,Snow Sweet Snow 1
4387,8/2/21,ENCE,Sprout,Europe,Germany,Nuke,16,2,Snow Sweet Snow 1
4388,7/2/21,Sinners,Lyngby Vikings,Czech Republic,Denmark,Inferno,16,11,Shadow League Season 1
4389,7/2/21,Sinners,Lyngby Vikings,Czech Republic,Denmark,Nuke,16,12,Shadow League Season 1
4390,7/2/21,Sinners,Sangal,Czech Republic,Turkey,Mirage,16,13,Shadow League Season 1
4391,7/2/21,Sangal,Sinners,Turkey,Czech Republic,Inferno,16,13,Shadow League Season 1
4392,7/2/21,Sinners,Sangal,Czech Republic,Turkey,Nuke,16,11,Shadow League Season 1
4393,7/2/21,Lyngby Vikings,HellRaisers,Denmark,Europe,Inferno,16,13,Shadow League Season 1
4394,7/2/21,Lyngby Vikings,HellRaisers,Denmark,Europe,Dust2,18,22,Shadow League Season 1
4395,7/2/21,Lyngby Vikings,HellRaisers,Denmark,Europe,Nuke,16,12,Shadow League Season 1
4396,6/2/21,BIG,NIP,Germany,Sweden,Overpass,16,14,BLAST Premier Spring Groups 2021
4397,6/2/21,NIP,BIG,Sweden,Germany,Vertigo,2,16,BLAST Premier Spring Groups 2021
4398,6/2/21,BIG,Astralis,Germany,Denmark,Inferno,16,8,BLAST Premier Spring Groups 2021
4399,6/2/21,Astralis,BIG,Denmark,Germany,Vertigo,14,16,BLAST Premier Spring Groups 2021
4400,6/2/21,Sangal,Project X,Turkey,Ukraine,Inferno,16,10,Shadow League Season 1
4401,6/2/21,Project X,Sangal,Ukraine,Turkey,Vertigo,3,16,Shadow League Season 1
4402,5/2/21,OG,Astralis,Europe,Denmark,Inferno,6,16,BLAST Premier Spring Groups 2021
4403,5/2/21,Astralis,OG,Denmark,Europe,Dust2,19,16,BLAST Premier Spring Groups 2021
4404,5/2/21,NIP,BIG,Sweden,Germany,Mirage,16,12,BLAST Premier Spring Groups 2021
4405,5/2/21,BIG,NIP,Germany,Sweden,Overpass,19,22,BLAST Premier Spring Groups 2021
4406,5/2/21,Dignitas,Sprout,Sweden,Germany,Nuke,16,19,Snow Sweet Snow 1
4407,5/2/21,Sprout,Dignitas,Germany,Sweden,Vertigo,12,16,Snow Sweet Snow 1
4408,5/2/21,Dignitas,Sprout,Sweden,Germany,Dust2,9,16,Snow Sweet Snow 1
4409,5/2/21,EXTREMUM,forZe,Oceania,Russia,Dust2,9,16,Snow Sweet Snow 1
4410,5/2/21,EXTREMUM,forZe,Oceania,Russia,Mirage,6,16,Snow Sweet Snow 1
4411,5/2/21,forZe,EXTREMUM,Russia,Oceania,Inferno,13,16,Snow Sweet Snow 1
4412,5/2/21,Izako Boars,PACT,Poland,Poland,Nuke,16,9,Snow Sweet Snow 1
4413,5/2/21,PACT,Izako Boars,Poland,Poland,Dust2,11,16,Snow Sweet Snow 1
4414,4/2/21,OG,BIG,Europe,Germany,Dust2,13,16,BLAST Premier Spring Groups 2021
4415,4/2/21,BIG,OG,Germany,Europe,Inferno,16,12,BLAST Premier Spring Groups 2021
4416,4/2/21,NIP,Astralis,Sweden,Denmark,Inferno,16,13,BLAST Premier Spring Groups 2021
4417,4/2/21,Astralis,NIP,Denmark,Sweden,Overpass,13,16,BLAST Premier Spring Groups 2021
4418,4/2/21,Endpoint,forZe,Europe,Russia,Dust2,16,9,Snow Sweet Snow 1
4419,4/2/21,forZe,Endpoint,Russia,Europe,Train,5,16,Snow Sweet Snow 1
4420,4/2/21,Dignitas,Sangal,Sweden,Turkey,Train,12,16,Snow Sweet Snow 1
4421,4/2/21,Dignitas,Sangal,Sweden,Turkey,Dust2,17,19,Snow Sweet Snow 1
4422,4/2/21,Sangal,Dignitas,Turkey,Sweden,Nuke,14,16,Snow Sweet Snow 1
4423,4/2/21,EXTREMUM,GODSENT,Oceania,Brazil,Nuke,8,16,Snow Sweet Snow 1
4424,4/2/21,GODSENT,EXTREMUM,Brazil,Oceania,Dust2,16,7,Snow Sweet Snow 1
4425,4/2/21,Lyngby Vikings,Sprout,Denmark,Germany,Nuke,10,16,Snow Sweet Snow 1
4426,4/2/21,Lyngby Vikings,Sprout,Denmark,Germany,Dust2,12,16,Snow Sweet Snow 1
4427,4/2/21,Sprout,Lyngby Vikings,Germany,Denmark,Vertigo,10,16,Snow Sweet Snow 1
4428,4/2/21,PACT,Sinners,Poland,Czech Republic,Vertigo,16,14,Snow Sweet Snow 1
4429,4/2/21,PACT,Sinners,Poland,Czech Republic,Inferno,7,16,Snow Sweet Snow 1
4430,4/2/21,Sinners,PACT,Czech Republic,Poland,Train,6,16,Snow Sweet Snow 1
4431,4/2/21,Izako Boars,EC Kyiv,Poland,Ukraine,Overpass,16,11,Snow Sweet Snow 1
4432,4/2/21,EC Kyiv,Izako Boars,Ukraine,Poland,Vertigo,16,3,Snow Sweet Snow 1
4433,4/2/21,EC Kyiv,Izako Boars,Ukraine,Poland,Dust2,4,16,Snow Sweet Snow 1
4434,3/2/21,Sprout,Anonymo,Germany,Poland,Mirage,22,19,ESEA Premier Season 36 Europe
4435,3/2/21,Anonymo,Sprout,Poland,Germany,Nuke,10,16,ESEA Premier Season 36 Europe
4436,3/2/21,forZe,Winstrike,Russia,Russia,Overpass,6,16,Snow Sweet Snow 1
4437,3/2/21,Winstrike,forZe,Russia,Russia,Mirage,22,19,Snow Sweet Snow 1
4438,3/2/21,Endpoint,ENCE,Europe,Europe,Overpass,11,16,Snow Sweet Snow 1
4439,3/2/21,ENCE,Endpoint,Europe,Europe,Train,22,20,Snow Sweet Snow 1
4440,3/2/21,Lyngby Vikings,Sangal,Denmark,Turkey,Inferno,11,16,Snow Sweet Snow 1
4441,3/2/21,Lyngby Vikings,Sangal,Denmark,Turkey,Dust2,10,16,Snow Sweet Snow 1
4442,3/2/21,Lyngby Vikings,Sangal,Denmark,Turkey,Vertigo,16,13,Snow Sweet Snow 1
4443,3/2/21,PACT,GODSENT,Poland,Brazil,Inferno,6,16,Snow Sweet Snow 1
4444,3/2/21,GODSENT,PACT,Brazil,Poland,Dust2,16,9,Snow Sweet Snow 1
4445,3/2/21,EXTREMUM,Izako Boars,Oceania,Poland,Inferno,16,9,Snow Sweet Snow 1
4446,3/2/21,EXTREMUM,Izako Boars,Oceania,Poland,Train,3,16,Snow Sweet Snow 1
4447,3/2/21,Izako Boars,EXTREMUM,Poland,Oceania,Vertigo,11,16,Snow Sweet Snow 1
4448,3/2/21,EC Kyiv,Dignitas,Ukraine,Sweden,Vertigo,3,16,Snow Sweet Snow 1
4449,3/2/21,EC Kyiv,Dignitas,Ukraine,Sweden,Overpass,6,16,Snow Sweet Snow 1
4450,3/2/21,Dignitas,EC Kyiv,Sweden,Ukraine,Dust2,6,16,Snow Sweet Snow 1
4451,3/2/21,GamerLegion,Sprout,Europe,Germany,Train,13,16,Snow Sweet Snow 1
4452,3/2/21,GamerLegion,Sprout,Europe,Germany,Nuke,13,16,Snow Sweet Snow 1
4453,3/2/21,Sprout,GamerLegion,Germany,Europe,Mirage,10,16,Snow Sweet Snow 1
4454,2/2/21,Sprout,Nemiga,Germany,Belarus,Nuke,16,11,ESEA Premier Season 36 Europe
4455,2/2/21,Sprout,Nemiga,Germany,Belarus,Inferno,16,9,ESEA Premier Season 36 Europe
4456,2/2/21,Nemiga,Sprout,Belarus,Germany,Dust2,16,11,ESEA Premier Season 36 Europe
4457,2/2/21,AGO,Anonymo,Poland,Poland,Inferno,12,16,ESEA Premier Season 36 Europe
4458,2/2/21,Anonymo,AGO,Poland,Poland,Mirage,19,17,ESEA Premier Season 36 Europe
4459,2/2/21,Lyngby Vikings,ENCE,Denmark,Europe,Nuke,12,16,Snow Sweet Snow 1
4460,2/2/21,Lyngby Vikings,ENCE,Denmark,Europe,Dust2,13,16,Snow Sweet Snow 1
4461,2/2/21,ENCE,Lyngby Vikings,Europe,Denmark,Vertigo,14,16,Snow Sweet Snow 1
4462,2/2/21,Endpoint,Dignitas,Europe,Sweden,Overpass,16,10,Snow Sweet Snow 1
4463,2/2/21,Dignitas,Endpoint,Sweden,Europe,Vertigo,13,16,Snow Sweet Snow 1
4464,2/2/21,FaZe,OG,Europe,Europe,Cobblestone,13,16,SteelSeries Invitational 2021
4465,2/2/21,OG,FaZe,Europe,Europe,Cache,25,23,SteelSeries Invitational 2021
4466,2/2/21,EC Kyiv,forZe,Ukraine,Russia,Mirage,5,16,Snow Sweet Snow 1
4467,2/2/21,forZe,EC Kyiv,Russia,Ukraine,Inferno,16,14,Snow Sweet Snow 1
4468,2/2/21,EXTREMUM,Winstrike,Oceania,Russia,Nuke,16,19,Snow Sweet Snow 1
4469,2/2/21,EXTREMUM,Winstrike,Oceania,Russia,Mirage,9,16,Snow Sweet Snow 1
4470,2/2/21,Winstrike,EXTREMUM,Russia,Oceania,Dust2,2,16,Snow Sweet Snow 1
4471,2/2/21,GODSENT,Sinners,Brazil,Czech Republic,Inferno,16,14,Snow Sweet Snow 1
4472,2/2/21,Sinners,GODSENT,Czech Republic,Brazil,Nuke,16,19,Snow Sweet Snow 1
4473,2/2/21,Izako Boars,Sprout,Poland,Germany,Inferno,16,14,Snow Sweet Snow 1
4474,2/2/21,Sprout,Izako Boars,Germany,Poland,Train,19,22,Snow Sweet Snow 1
4475,2/2/21,Sangal,GamerLegion,Turkey,Europe,Train,16,8,Snow Sweet Snow 1
4476,2/2/21,GamerLegion,Sangal,Europe,Turkey,Mirage,16,12,Snow Sweet Snow 1
4477,2/2/21,GamerLegion,Sangal,Europe,Turkey,Dust2,5,16,Snow Sweet Snow 1
4478,1/2/21,ENCE,Izako Boars,Europe,Poland,Train,16,14,Snow Sweet Snow 1
4479,1/2/21,Izako Boars,ENCE,Poland,Europe,Overpass,10,16,Snow Sweet Snow 1
4480,1/2/21,Sprout,EC Kyiv,Germany,Ukraine,Train,12,16,Snow Sweet Snow 1
4481,1/2/21,EC Kyiv,Sprout,Ukraine,Germany,Vertigo,16,7,Snow Sweet Snow 1
4482,1/2/21,Sprout,EC Kyiv,Germany,Ukraine,Mirage,16,11,Snow Sweet Snow 1
4483,1/2/21,GamerLegion,Dignitas,Europe,Sweden,Inferno,7,16,Snow Sweet Snow 1
4484,1/2/21,GamerLegion,Dignitas,Europe,Sweden,Nuke,19,17,Snow Sweet Snow 1
4485,1/2/21,Dignitas,GamerLegion,Sweden,Europe,Overpass,16,1,Snow Sweet Snow 1
4486,1/2/21,Sangal,Endpoint,Turkey,Europe,Mirage,8,16,Snow Sweet Snow 1
4487,1/2/21,Sangal,Endpoint,Turkey,Europe,Train,16,8,Snow Sweet Snow 1
4488,1/2/21,Sangal,Endpoint,Turkey,Europe,Inferno,14,16,Snow Sweet Snow 1
4489,1/2/21,Sinners,forZe,Czech Republic,Russia,Dust2,5,16,Snow Sweet Snow 1
4490,1/2/21,Sinners,forZe,Czech Republic,Russia,Mirage,12,16,Snow Sweet Snow 1
4491,1/2/21,forZe,Sinners,Russia,Czech Republic,Inferno,9,16,Snow Sweet Snow 1
4492,1/2/21,PACT,Winstrike,Poland,Russia,Nuke,12,16,Snow Sweet Snow 1
4493,1/2/21,Winstrike,PACT,Russia,Poland,Train,16,2,Snow Sweet Snow 1
4494,1/2/21,PACT,Winstrike,Poland,Russia,Vertigo,16,8,Snow Sweet Snow 1
4495,1/2/21,Lyngby Vikings,GODSENT,Denmark,Brazil,Dust2,16,10,Snow Sweet Snow 1
4496,1/2/21,GODSENT,Lyngby Vikings,Brazil,Denmark,Nuke,17,19,Snow Sweet Snow 1
4497,1/2/21,High Coast,Bad News Bears,United States,United States,Inferno,8,16,ESEA Winter 2020 Cash Cup 4 North America
4498,1/2/21,Bad News Bears,High Coast,United States,United States,Overpass,16,12,ESEA Winter 2020 Cash Cup 4 North America
4499,31/1/21,Virtus.pro,fnatic,CIS,Sweden,Vertigo,16,8,cs_summit 7
4500,31/1/21,paiN,Rebirth,Brazil,United States,Dust2,22,18,DreamHack Open January 2021 North America
4501,31/1/21,Rebirth,paiN,United States,Brazil,Nuke,7,16,DreamHack Open January 2021 North America
4502,31/1/21,fnatic,Virtus.pro,Sweden,CIS,Inferno,14,16,cs_summit 7
4503,31/1/21,SAW,Movistar Riders,Portugal,Europe,Overpass,14,16,OMEN WGR European Challenge 2021
4504,31/1/21,Movistar Riders,SAW,Europe,Portugal,Nuke,16,8,OMEN WGR European Challenge 2021
4505,31/1/21,Heroic,fnatic,Denmark,Sweden,Inferno,12,16,cs_summit 7
4506,31/1/21,fnatic,Heroic,Sweden,Denmark,Mirage,16,14,cs_summit 7
4507,31/1/21,FunPlus Phoenix,Spirit,Europe,Russia,Mirage,8,16,DreamHack Open January 2021 Europe
4508,31/1/21,Spirit,FunPlus Phoenix,Russia,Europe,Nuke,16,6,DreamHack Open January 2021 Europe
4509,31/1/21,Spirit,FunPlus Phoenix,Russia,Europe,Dust2,16,7,DreamHack Open January 2021 Europe
4510,31/1/21,SAW,Lyngby Vikings,Portugal,Denmark,Inferno,16,7,OMEN WGR European Challenge 2021
4511,31/1/21,Lyngby Vikings,SAW,Denmark,Portugal,Nuke,16,9,OMEN WGR European Challenge 2021
4512,31/1/21,SAW,Lyngby Vikings,Portugal,Denmark,Overpass,22,19,OMEN WGR European Challenge 2021
4513,31/1/21,MOUZ,Virtus.pro,Europe,CIS,Dust2,5,16,cs_summit 7
4514,31/1/21,Virtus.pro,MOUZ,CIS,Europe,Train,16,6,cs_summit 7
4515,31/1/21,Extra Salt,Rebirth,North America,United States,Dust2,10,16,DreamHack Open January 2021 North America
4516,31/1/21,Extra Salt,Rebirth,North America,United States,Inferno,11,16,DreamHack Open January 2021 North America
4517,31/1/21,Rebirth,Extra Salt,United States,North America,Vertigo,6,16,DreamHack Open January 2021 North America
4518,30/1/21,Heroic,OG,Denmark,Europe,Inferno,16,10,cs_summit 7
4519,30/1/21,OG,Heroic,Europe,Denmark,Nuke,12,16,cs_summit 7
4520,30/1/21,Gambit,FunPlus Phoenix,Russia,Europe,Train,11,16,DreamHack Open January 2021 Europe
4521,30/1/21,FunPlus Phoenix,Gambit,Europe,Russia,Overpass,2,16,DreamHack Open January 2021 Europe
4522,30/1/21,Gambit,FunPlus Phoenix,Russia,Europe,Inferno,8,16,DreamHack Open January 2021 Europe
4523,30/1/21,fnatic,Cloud9,Sweden,Europe,Overpass,16,9,cs_summit 7
4524,30/1/21,fnatic,Cloud9,Sweden,Europe,Inferno,16,10,cs_summit 7
4525,30/1/21,Cloud9,fnatic,Europe,Sweden,Vertigo,16,6,cs_summit 7
4526,30/1/21,Sinners,Lyngby Vikings,Czech Republic,Denmark,Nuke,3,16,OMEN WGR European Challenge 2021
4527,30/1/21,Lyngby Vikings,Sinners,Denmark,Czech Republic,Inferno,16,6,OMEN WGR European Challenge 2021
4528,30/1/21,BIG,Spirit,Germany,Russia,Dust2,17,19,DreamHack Open January 2021 Europe
4529,30/1/21,Spirit,BIG,Russia,Germany,Nuke,16,12,DreamHack Open January 2021 Europe
4530,30/1/21,BIG,Spirit,Germany,Russia,Inferno,16,14,DreamHack Open January 2021 Europe
4531,30/1/21,Movistar Riders,SAW,Europe,Portugal,Vertigo,16,9,OMEN WGR European Challenge 2021
4532,30/1/21,SAW,Movistar Riders,Portugal,Europe,Overpass,8,16,OMEN WGR European Challenge 2021
4533,30/1/21,NIP,Virtus.pro,Sweden,CIS,Dust2,14,16,cs_summit 7
4534,30/1/21,Virtus.pro,NIP,CIS,Sweden,Mirage,16,12,cs_summit 7
4535,30/1/21,Sangal,Sinners,Turkey,Czech Republic,Inferno,7,16,OMEN WGR European Challenge 2021
4536,30/1/21,Sinners,Sangal,Czech Republic,Turkey,Dust2,16,8,OMEN WGR European Challenge 2021
4537,30/1/21,SAW,Lyngby Vikings,Portugal,Denmark,Inferno,16,10,OMEN WGR European Challenge 2021
4538,30/1/21,Movistar Riders,Sangal,Europe,Turkey,Train,16,14,OMEN WGR European Challenge 2021
4539,30/1/21,paiN,Rebirth,Brazil,United States,Dust2,16,11,DreamHack Open January 2021 North America
4540,30/1/21,Rebirth,paiN,United States,Brazil,Vertigo,14,16,DreamHack Open January 2021 North America
4541,29/1/21,MOUZ,FURIA,Europe,Brazil,Inferno,16,14,cs_summit 7
4542,29/1/21,FURIA,MOUZ,Brazil,Europe,Nuke,7,16,cs_summit 7
4543,29/1/21,Sprout,Spirit,Germany,Russia,Dust2,12,16,DreamHack Open January 2021 Europe
4544,29/1/21,Sprout,Spirit,Germany,Russia,Train,22,19,DreamHack Open January 2021 Europe
4545,29/1/21,Spirit,Sprout,Russia,Germany,Nuke,16,12,DreamHack Open January 2021 Europe
4546,29/1/21,MIBR,Cloud9,Brazil,Europe,Inferno,8,16,cs_summit 7
4547,29/1/21,Cloud9,MIBR,Europe,Brazil,Vertigo,12,16,cs_summit 7
4548,29/1/21,MIBR,Cloud9,Brazil,Europe,Overpass,13,16,cs_summit 7
4549,29/1/21,FunPlus Phoenix,Evil Geniuses,Europe,United States,Inferno,16,8,DreamHack Open January 2021 Europe
4550,29/1/21,Evil Geniuses,FunPlus Phoenix,United States,Europe,Nuke,3,16,DreamHack Open January 2021 Europe
4551,29/1/21,NIP,Dignitas,Sweden,Sweden,Inferno,16,8,cs_summit 7
4552,29/1/21,Dignitas,NIP,Sweden,Sweden,Vertigo,16,14,cs_summit 7
4553,29/1/21,NIP,Dignitas,Sweden,Sweden,Train,16,4,cs_summit 7
4554,29/1/21,Sinners,Sangal,Czech Republic,Turkey,Dust2,19,17,Shadow League Season 1
4555,29/1/21,Sinners,Sangal,Czech Republic,Turkey,Inferno,16,11,Shadow League Season 1
4556,29/1/21,Lilmix,Sinners,Sweden,Czech Republic,Vertigo,13,16,Snow Sweet Snow 1 Regionals
4557,29/1/21,Sinners,Lilmix,Czech Republic,Sweden,Dust2,16,12,Snow Sweet Snow 1 Regionals
4558,29/1/21,FURIA,Cloud9,Brazil,Europe,Train,16,10,cs_summit 7
4559,29/1/21,Cloud9,FURIA,Europe,Brazil,Inferno,16,13,cs_summit 7
4560,29/1/21,FURIA,Cloud9,Brazil,Europe,Nuke,16,14,cs_summit 7
4561,28/1/21,Sprout,forZe,Germany,Russia,Nuke,16,11,DreamHack Open January 2021 Europe
4562,28/1/21,Sprout,forZe,Germany,Russia,Mirage,13,16,DreamHack Open January 2021 Europe
4563,28/1/21,forZe,Sprout,Russia,Germany,Dust2,14,16,DreamHack Open January 2021 Europe
4564,28/1/21,HellRaisers,FunPlus Phoenix,Europe,Europe,Nuke,20,22,DreamHack Open January 2021 Europe
4565,28/1/21,FunPlus Phoenix,HellRaisers,Europe,Europe,Train,16,10,DreamHack Open January 2021 Europe
4566,28/1/21,MIBR,Heroic,Brazil,Denmark,Mirage,10,16,cs_summit 7
4567,28/1/21,Heroic,MIBR,Denmark,Brazil,Inferno,11,16,cs_summit 7
4568,28/1/21,MIBR,Heroic,Brazil,Denmark,Vertigo,13,16,cs_summit 7
4569,28/1/21,EC Kyiv,GamerLegion,Ukraine,Europe,Overpass,10,16,Snow Sweet Snow 1 Regionals
4570,28/1/21,GamerLegion,EC Kyiv,Europe,Ukraine,Inferno,16,14,Snow Sweet Snow 1 Regionals
4571,28/1/21,Gambit,Spirit,Russia,Russia,Train,16,12,DreamHack Open January 2021 Europe
4572,28/1/21,Spirit,Gambit,Russia,Russia,Overpass,15,19,DreamHack Open January 2021 Europe
4573,28/1/21,Gambit,Spirit,Russia,Russia,Inferno,6,16,DreamHack Open January 2021 Europe
4574,28/1/21,BIG,Evil Geniuses,Germany,United States,Nuke,16,7,DreamHack Open January 2021 Europe
4575,28/1/21,BIG,Evil Geniuses,Germany,United States,Dust2,16,6,DreamHack Open January 2021 Europe
4576,28/1/21,BIG,Evil Geniuses,Germany,United States,Inferno,13,16,DreamHack Open January 2021 Europe
4577,28/1/21,Dignitas,OG,Sweden,Europe,Dust2,16,19,cs_summit 7
4578,28/1/21,OG,Dignitas,Europe,Sweden,Train,16,12,cs_summit 7
4579,28/1/21,Dignitas,OG,Sweden,Europe,Inferno,16,11,cs_summit 7
4580,28/1/21,Winstrike,Tricked,Russia,Denmark,Nuke,16,9,Snow Sweet Snow 1 Regionals
4581,28/1/21,Winstrike,Tricked,Russia,Denmark,Overpass,7,16,Snow Sweet Snow 1 Regionals
