Date,Team,Won / Lost,Pistol Win,Round 2 Conversion,Round 2 Break
2021-06-03,Liquid,17 - 13,56.7%,88.2%,30.8%
2021-06-03,Gambit,30 - 20,60.0%,86.7%,20.0%
2021-06-03,G2,29 - 17,63.0%,58.6%,23.5%
2021-06-03,Heroic,12 - 22,35.3%,83.3%,68.2%
2021-06-03,Vitality,12 - 16,42.9%,75.0%,50.0%
2021-06-03,Natus Vincere,20 - 22,47.6%,65.0%,18.2%
2021-06-03,Virtus.pro,27 - 21,56.2%,74.1%,28.6%
2021-06-03,Sinners,21 - 17,55.3%,81.0%,35.3%
2021-06-03,Complexity,10 - 16,38.5%,80.0%,12.5%
2021-06-03,Fiend,28 - 24,53.8%,67.9%,58.3%
2021-06-03,Entropiq,30 - 34,46.9%,73.3%,26.5%
2021-06-03,forZe,30 - 36,45.5%,66.7%,33.3%
2021-06-03,BIG,28 - 26,51.9%,67.9%,30.8%
2021-06-03,Spirit,19 - 13,59.4%,78.9%,23.1%
2021-06-03,paiN,15 - 9,62.5%,66.7%,22.2%
2021-06-03,Extra Salt,16 - 20,44.4%,87.5%,20.0%
2021-06-03,SAW,11 - 13,45.8%,63.6%,30.8%
2021-06-03,Astralis,18 - 16,52.9%,66.7%,31.2%
2021-06-03,Akuma,7 - 17,29.2%,100.0%,23.5%
2021-06-03,SKADE,22 - 24,47.8%,68.2%,12.5%
2021-06-03,EXTREMUM,21 - 9,70.0%,81.0%,22.2%
2021-06-03,NIP,17 - 19,47.2%,64.7%,21.1%
2021-06-03,FURIA,19 - 35,35.2%,68.4%,11.4%
2021-06-03,O PLANO,13 - 13,50.0%,69.2%,23.1%
2021-06-03,Endpoint,25 - 31,44.6%,56.0%,38.7%
2021-06-03,K23,25 - 13,65.8%,60.0%,30.8%
2021-06-03,Sprout,26 - 24,52.0%,73.1%,29.2%
2021-06-03,fnatic,9 - 17,34.6%,55.6%,11.8%
2021-06-02,MOUZ,15 - 7,68.2%,80.0%,85.7%
2021-06-02,ENCE,14 - 14,50.0%,64.3%,42.9%
2021-06-02,Gambit,27 - 17,61.4%,85.2%,17.6%
2021-06-02,Liquid,17 - 13,56.7%,88.2%,30.8%
2021-06-02,FunPlus Phoenix,9 - 11,45.0%,55.6%,0.0%
2021-06-02,Heroic,12 - 22,35.3%,83.3%,68.2%
2021-06-02,G2,23 - 15,60.5%,56.5%,26.7%
2021-06-02,Natus Vincere,20 - 22,47.6%,65.0%,18.2%
2021-06-02,Extra Salt,14 - 16,46.7%,85.7%,25.0%
2021-06-02,forZe,31 - 33,48.4%,71.0%,36.4%
2021-06-02,Sinners,21 - 17,55.3%,81.0%,35.3%
2021-06-02,Spirit,17 - 13,56.7%,76.5%,23.1%
2021-06-02,BIG,24 - 24,50.0%,66.7%,29.2%
2021-06-02,Virtus.pro,26 - 20,56.5%,73.1%,30.0%
2021-06-02,Fiend,28 - 24,53.8%,67.9%,58.3%
2021-06-02,Complexity,8 - 12,40.0%,75.0%,16.7%
2021-06-02,EXTREMUM,23 - 11,67.6%,82.6%,27.3%
2021-06-02,paiN,15 - 9,62.5%,66.7%,22.2%
2021-06-02,Vitality,9 - 13,40.9%,66.7%,61.5%
2021-06-02,SAW,11 - 13,45.8%,63.6%,30.8%
2021-06-02,AGO,11 - 13,45.8%,63.6%,38.5%
2021-06-02,Entropiq,26 - 30,46.4%,73.1%,30.0%
2021-06-02,Akuma,7 - 17,29.2%,100.0%,23.5%
2021-06-02,NIP,17 - 17,50.0%,64.7%,17.6%
2021-06-02,Astralis,15 - 13,53.6%,60.0%,38.5%
2021-06-02,FURIA,19 - 35,35.2%,68.4%,11.4%
2021-06-02,O PLANO,13 - 13,50.0%,69.2%,23.1%
2021-06-02,SKADE,25 - 25,50.0%,72.0%,12.0%
2021-06-02,Endpoint,22 - 30,42.3%,50.0%,36.7%
2021-06-02,Sprout,22 - 22,50.0%,72.7%,31.8%
2021-06-02,K23,24 - 14,63.2%,58.3%,28.6%
2021-06-02,fnatic,8 - 16,33.3%,50.0%,12.5%
2021-06-01,MOUZ,15 - 7,68.2%,80.0%,85.7%
2021-06-01,ENCE,19 - 19,50.0%,63.2%,42.1%
2021-06-01,Gambit,31 - 19,62.0%,87.1%,15.8%
2021-06-01,Heroic,14 - 24,36.8%,85.7%,62.5%
2021-06-01,Liquid,17 - 13,56.7%,88.2%,30.8%
2021-06-01,FunPlus Phoenix,9 - 11,45.0%,55.6%,0.0%
2021-06-01,G2,23 - 15,60.5%,56.5%,26.7%
2021-06-01,Fiend,24 - 20,54.5%,70.8%,65.0%
2021-06-01,Extra Salt,14 - 16,46.7%,85.7%,25.0%
2021-06-01,Natus Vincere,22 - 26,45.8%,68.2%,15.4%
2021-06-01,Spirit,17 - 13,56.7%,76.5%,23.1%
2021-06-01,Sinners,24 - 20,54.5%,83.3%,30.0%
2021-06-01,Virtus.pro,26 - 20,56.5%,73.1%,30.0%
2021-06-01,forZe,28 - 30,48.3%,75.0%,30.0%
2021-06-01,Complexity,8 - 12,40.0%,75.0%,16.7%
2021-06-01,EXTREMUM,23 - 11,67.6%,82.6%,27.3%
2021-06-01,paiN,15 - 9,62.5%,66.7%,22.2%
2021-06-01,BIG,21 - 17,55.3%,66.7%,23.5%
2021-06-01,Entropiq,24 - 28,46.2%,79.2%,28.6%
2021-06-01,AGO,11 - 13,45.8%,63.6%,38.5%
2021-06-01,Akuma,7 - 17,29.2%,100.0%,23.5%
2021-06-01,SKADE,30 - 32,48.4%,76.7%,15.6%
2021-06-01,SAW,9 - 13,40.9%,88.9%,30.8%
2021-06-01,NIP,17 - 17,50.0%,64.7%,17.6%
2021-06-01,FURIA,19 - 39,32.8%,68.4%,12.8%
2021-06-01,Vitality,13 - 13,50.0%,69.2%,61.5%
2021-06-01,O PLANO,13 - 13,50.0%,69.2%,23.1%
2021-06-01,Astralis,17 - 15,53.1%,64.7%,33.3%
2021-06-01,Endpoint,25 - 31,44.6%,48.0%,35.5%
2021-06-01,Sprout,22 - 22,50.0%,72.7%,31.8%
2021-06-01,K23,22 - 12,64.7%,54.5%,16.7%
2021-06-01,Movistar Riders,12 - 10,54.5%,41.7%,10.0%
2021-06-01,fnatic,8 - 16,33.3%,50.0%,12.5%
2021-05-31,MOUZ,15 - 7,68.2%,80.0%,85.7%
2021-05-31,ENCE,21 - 21,50.0%,66.7%,42.9%
2021-05-31,Gambit,31 - 19,62.0%,87.1%,15.8%
2021-05-31,Heroic,14 - 24,36.8%,85.7%,62.5%
2021-05-31,Liquid,17 - 13,56.7%,88.2%,30.8%
2021-05-31,G2,26 - 16,61.9%,57.7%,25.0%
2021-05-31,Extra Salt,14 - 16,46.7%,85.7%,25.0%
2021-05-31,forZe,26 - 28,48.1%,76.9%,32.1%
2021-05-31,Fiend,20 - 18,52.6%,65.0%,61.1%
2021-05-31,Spirit,17 - 13,56.7%,76.5%,23.1%
2021-05-31,Sinners,24 - 20,54.5%,83.3%,30.0%
2021-05-31,Natus Vincere,20 - 24,45.5%,65.0%,16.7%
2021-05-31,Vitality,15 - 15,50.0%,73.3%,60.0%
2021-05-31,EXTREMUM,23 - 11,67.6%,82.6%,27.3%
2021-05-31,Complexity,10 - 14,41.7%,80.0%,14.3%
2021-05-31,Virtus.pro,27 - 23,54.0%,74.1%,30.4%
2021-05-31,paiN,15 - 9,62.5%,66.7%,22.2%
2021-05-31,Entropiq,20 - 24,45.5%,75.0%,29.2%
2021-05-31,SKADE,35 - 33,51.5%,74.3%,15.2%
2021-05-31,AGO,11 - 13,45.8%,63.6%,38.5%
2021-05-31,BIG,23 - 19,54.8%,65.2%,21.1%
2021-05-31,Akuma,7 - 17,29.2%,100.0%,23.5%
2021-05-31,SAW,9 - 13,40.9%,88.9%,30.8%
2021-05-31,NIP,17 - 17,50.0%,64.7%,17.6%
2021-05-31,FURIA,21 - 41,33.9%,71.4%,12.2%
2021-05-31,O PLANO,13 - 13,50.0%,69.2%,23.1%
2021-05-31,Astralis,17 - 15,53.1%,64.7%,33.3%
2021-05-31,Endpoint,25 - 31,44.6%,48.0%,35.5%
2021-05-31,Sprout,24 - 24,50.0%,70.8%,29.2%
2021-05-31,K23,22 - 12,64.7%,54.5%,16.7%
2021-05-31,Movistar Riders,13 - 15,46.4%,46.2%,20.0%
2021-05-30,EPG Family,9 - 13,40.9%,88.9%,30.8%
2021-05-30,MOUZ,18 - 12,60.0%,77.8%,50.0%
2021-05-30,ENCE,19 - 17,52.8%,63.2%,35.3%
2021-05-30,Heroic,16 - 26,38.1%,87.5%,61.5%
2021-05-30,Gambit,31 - 19,62.0%,87.1%,15.8%
2021-05-30,Liquid,17 - 13,56.7%,88.2%,30.8%
2021-05-30,G2,29 - 17,63.0%,62.1%,23.5%
2021-05-30,Sinners,25 - 19,56.8%,80.0%,31.6%
2021-05-30,Vitality,18 - 18,50.0%,77.8%,61.1%
2021-05-30,AGO,12 - 14,46.2%,66.7%,35.7%
2021-05-30,DBL PONEY,13 - 9,59.1%,84.6%,22.2%
2021-05-30,Spirit,17 - 17,50.0%,76.5%,23.5%
2021-05-30,Natus Vincere,20 - 24,45.5%,65.0%,16.7%
2021-05-30,forZe,26 - 32,44.8%,76.9%,31.2%
2021-05-30,EXTREMUM,23 - 11,67.6%,82.6%,27.3%
2021-05-30,Virtus.pro,31 - 23,57.4%,74.2%,30.4%
2021-05-30,SKADE,33 - 35,48.5%,75.8%,17.1%
2021-05-30,Fiend,20 - 16,55.6%,65.0%,56.2%
2021-05-30,Extra Salt,20 - 20,50.0%,75.0%,20.0%
2021-05-30,FURIA,24 - 42,36.4%,75.0%,11.9%
2021-05-30,Entropiq,18 - 22,45.0%,72.2%,27.3%
2021-05-30,Akuma,7 - 17,29.2%,100.0%,23.5%
2021-05-30,SAW,9 - 13,40.9%,88.9%,30.8%
2021-05-30,NIP,17 - 17,50.0%,64.7%,17.6%
2021-05-30,Astralis,19 - 17,52.8%,63.2%,35.3%
2021-05-30,paiN,16 - 12,57.1%,68.8%,16.7%
2021-05-30,BIG,25 - 21,54.3%,64.0%,19.0%
2021-05-30,O PLANO,13 - 13,50.0%,69.2%,23.1%
2021-05-30,Complexity,14 - 18,43.8%,78.6%,22.2%
2021-05-30,Movistar Riders,16 - 16,50.0%,56.2%,18.8%
2021-05-30,Endpoint,23 - 29,44.2%,52.2%,37.9%
2021-05-30,Sprout,24 - 24,50.0%,66.7%,33.3%
2021-05-30,K23,18 - 10,64.3%,61.1%,20.0%
2021-05-29,MOUZ,17 - 15,53.1%,70.6%,40.0%
2021-05-29,Gambit,31 - 19,62.0%,93.5%,15.8%
2021-05-29,Heroic,17 - 27,38.6%,88.2%,59.3%
2021-05-29,ENCE,19 - 17,52.8%,63.2%,35.3%
2021-05-29,Sinners,28 - 22,56.0%,82.1%,36.4%
2021-05-29,G2,32 - 22,59.3%,65.6%,18.2%
2021-05-29,Natus Vincere,22 - 28,44.0%,63.6%,21.4%
2021-05-29,AGO,12 - 14,46.2%,66.7%,35.7%
2021-05-29,Vitality,18 - 20,47.4%,77.8%,55.0%
2021-05-29,Spirit,22 - 20,52.4%,77.3%,20.0%
2021-05-29,SKADE,38 - 38,50.0%,78.9%,18.4%
2021-05-29,NIP,16 - 12,57.1%,68.8%,16.7%
2021-05-29,forZe,26 - 32,44.8%,76.9%,31.2%
2021-05-29,Virtus.pro,27 - 21,56.2%,66.7%,33.3%
2021-05-29,EXTREMUM,23 - 11,67.6%,82.6%,27.3%
2021-05-29,FURIA,24 - 36,40.0%,75.0%,11.1%
2021-05-29,Entropiq,18 - 22,45.0%,72.2%,27.3%
2021-05-29,Astralis,17 - 15,53.1%,58.8%,33.3%
2021-05-29,BIG,22 - 20,52.4%,63.6%,25.0%
2021-05-29,Fiend,23 - 21,52.3%,69.6%,47.6%
2021-05-29,O PLANO,13 - 13,50.0%,69.2%,23.1%
2021-05-29,Complexity,16 - 18,47.1%,81.2%,22.2%
2021-05-29,paiN,14 - 12,53.8%,71.4%,16.7%
2021-05-29,Extra Salt,23 - 21,52.3%,69.6%,14.3%
2021-05-29,Movistar Riders,16 - 16,50.0%,56.2%,18.8%
2021-05-29,Endpoint,23 - 29,44.2%,52.2%,37.9%
2021-05-29,Sprout,27 - 27,50.0%,66.7%,33.3%
2021-05-29,K23,18 - 10,64.3%,61.1%,20.0%
2021-05-28,EPG Family,10 - 16,38.5%,90.0%,31.2%
2021-05-28,MOUZ,26 - 24,52.0%,69.2%,37.5%
2021-05-28,Heroic,17 - 27,38.6%,88.2%,59.3%
2021-05-28,Gambit,28 - 18,60.9%,92.9%,16.7%
2021-05-28,ENCE,15 - 17,46.9%,60.0%,35.3%
2021-05-28,Sinners,28 - 22,56.0%,82.1%,36.4%
2021-05-28,Spirit,20 - 16,55.6%,80.0%,18.8%
2021-05-28,DBL PONEY,19 - 15,55.9%,68.4%,26.7%
2021-05-28,G2,38 - 26,59.4%,63.2%,19.2%
2021-05-28,Natus Vincere,22 - 28,44.0%,63.6%,21.4%
2021-05-28,Vitality,18 - 20,47.4%,77.8%,55.0%
2021-05-28,SKADE,39 - 35,52.7%,76.9%,20.0%
2021-05-28,forZe,29 - 35,45.3%,75.9%,34.3%
2021-05-28,EXTREMUM,17 - 9,65.4%,76.5%,22.2%
2021-05-28,NIP,16 - 12,57.1%,68.8%,16.7%
2021-05-28,Virtus.pro,23 - 19,54.8%,65.2%,31.6%
2021-05-28,Dignitas,16 - 12,57.1%,87.5%,41.7%
2021-05-28,FURIA,24 - 32,42.9%,75.0%,12.5%
2021-05-28,Entropiq,18 - 22,45.0%,72.2%,27.3%
2021-05-28,Astralis,17 - 15,53.1%,58.8%,33.3%
2021-05-28,AGO,12 - 18,40.0%,66.7%,33.3%
2021-05-28,Fiend,23 - 17,57.5%,69.6%,52.9%
2021-05-28,BIG,22 - 20,52.4%,63.6%,25.0%
2021-05-28,Complexity,19 - 21,47.5%,78.9%,19.0%
2021-05-28,paiN,14 - 12,53.8%,71.4%,16.7%
2021-05-28,FaZe,14 - 12,53.8%,71.4%,41.7%
2021-05-28,Sprout,31 - 29,51.7%,64.5%,31.0%
2021-05-28,Extra Salt,26 - 22,54.2%,69.2%,13.6%
2021-05-28,Endpoint,27 - 35,43.5%,55.6%,45.7%
2021-05-28,Movistar Riders,22 - 20,52.4%,59.1%,20.0%
2021-05-27,EPG Family,12 - 18,40.0%,91.7%,33.3%
2021-05-27,MOUZ,34 - 32,51.5%,70.6%,31.2%
2021-05-27,Heroic,17 - 27,38.6%,88.2%,59.3%
2021-05-27,Gambit,28 - 18,60.9%,92.9%,16.7%
2021-05-27,FunPlus Phoenix,14 - 18,43.8%,50.0%,11.1%
2021-05-27,ENCE,18 - 20,47.4%,55.6%,35.0%
2021-05-27,Natus Vincere,20 - 26,43.5%,60.0%,23.1%
2021-05-27,Sinners,28 - 22,56.0%,82.1%,36.4%
2021-05-27,Spirit,18 - 14,56.2%,77.8%,21.4%
2021-05-27,Dignitas,18 - 14,56.2%,88.9%,42.9%
2021-05-27,DBL PONEY,23 - 17,57.5%,65.2%,35.3%
2021-05-27,G2,39 - 31,55.7%,64.1%,22.6%
2021-05-27,forZe,29 - 35,45.3%,75.9%,34.3%
2021-05-27,Entropiq,18 - 18,50.0%,72.2%,22.2%
2021-05-27,SKADE,43 - 41,51.2%,76.7%,19.5%
2021-05-27,Vitality,15 - 19,44.1%,73.3%,57.9%
2021-05-27,Complexity,21 - 25,45.7%,81.0%,28.0%
2021-05-27,FaZe,18 - 12,60.0%,77.8%,41.7%
2021-05-27,Virtus.pro,19 - 19,50.0%,68.4%,31.6%
2021-05-27,Astralis,17 - 15,53.1%,58.8%,33.3%
2021-05-27,FURIA,20 - 34,37.0%,75.0%,11.8%
2021-05-27,Fiend,23 - 17,57.5%,69.6%,52.9%
2021-05-27,AGO,13 - 21,38.2%,69.2%,28.6%
2021-05-27,Extra Salt,28 - 26,51.9%,71.4%,15.4%
2021-05-27,Sprout,39 - 33,54.2%,61.5%,27.3%
2021-05-27,BIG,29 - 23,55.8%,65.5%,34.8%
2021-05-27,Movistar Riders,31 - 25,55.4%,67.7%,16.0%
2021-05-27,Endpoint,28 - 38,42.4%,53.6%,44.7%
2021-05-26,EPG Family,12 - 18,40.0%,91.7%,33.3%
2021-05-26,Heroic,16 - 22,42.1%,87.5%,63.6%
2021-05-26,FunPlus Phoenix,17 - 21,44.7%,58.8%,14.3%
2021-05-26,MOUZ,32 - 30,51.6%,68.8%,26.7%
2021-05-26,Gambit,24 - 18,57.1%,91.7%,16.7%
2021-05-26,Natus Vincere,20 - 26,43.5%,60.0%,23.1%
2021-05-26,Sinners,28 - 22,56.0%,82.1%,36.4%
2021-05-26,ENCE,22 - 20,52.4%,59.1%,35.0%
2021-05-26,G2,37 - 29,56.1%,67.6%,24.1%
2021-05-26,Dignitas,18 - 14,56.2%,88.9%,42.9%
2021-05-26,DBL PONEY,23 - 17,57.5%,65.2%,35.3%
2021-05-26,Virtus.pro,17 - 17,50.0%,70.6%,35.3%
2021-05-26,forZe,33 - 37,47.1%,78.8%,32.4%
2021-05-26,Entropiq,18 - 18,50.0%,72.2%,22.2%
2021-05-26,Vitality,15 - 19,44.1%,73.3%,57.9%
2021-05-26,SKADE,45 - 45,50.0%,77.8%,17.8%
2021-05-26,Astralis,17 - 15,53.1%,58.8%,33.3%
2021-05-26,Fiend,23 - 17,57.5%,69.6%,52.9%
2021-05-26,Movistar Riders,32 - 32,50.0%,68.8%,18.8%
2021-05-26,Complexity,18 - 24,42.9%,83.3%,29.2%
2021-05-26,Extra Salt,30 - 26,53.6%,63.3%,15.4%
2021-05-26,FaZe,19 - 15,55.9%,73.7%,40.0%
2021-05-26,BIG,32 - 28,53.3%,65.6%,39.3%
2021-05-26,Sprout,38 - 30,55.9%,60.5%,26.7%
2021-05-26,AGO,13 - 21,38.2%,69.2%,28.6%
2021-05-26,FURIA,23 - 35,39.7%,73.9%,11.4%
2021-05-26,Endpoint,25 - 35,41.7%,48.0%,45.7%
2021-05-25,EPG Family,12 - 18,40.0%,91.7%,33.3%
2021-05-25,Heroic,15 - 19,44.1%,93.3%,57.9%
2021-05-25,FunPlus Phoenix,15 - 17,46.9%,60.0%,17.6%
2021-05-25,MOUZ,32 - 30,51.6%,68.8%,26.7%
2021-05-25,Spirit,18 - 10,64.3%,77.8%,30.0%
2021-05-25,Gambit,24 - 18,57.1%,91.7%,16.7%
2021-05-25,Sinners,28 - 22,56.0%,82.1%,36.4%
2021-05-25,ENCE,22 - 20,52.4%,59.1%,35.0%
2021-05-25,Natus Vincere,18 - 24,42.9%,61.1%,20.8%
2021-05-25,G2,37 - 29,56.1%,67.6%,24.1%
2021-05-25,DBL PONEY,23 - 17,57.5%,65.2%,35.3%
2021-05-25,forZe,32 - 38,45.7%,81.2%,31.6%
2021-05-25,Virtus.pro,17 - 17,50.0%,70.6%,35.3%
2021-05-25,SKADE,43 - 41,51.2%,79.1%,17.1%
2021-05-25,Movistar Riders,29 - 31,48.3%,75.9%,19.4%
2021-05-25,Vitality,15 - 19,44.1%,73.3%,57.9%
2021-05-25,Astralis,14 - 14,50.0%,71.4%,28.6%
2021-05-25,Entropiq,16 - 14,53.3%,75.0%,21.4%
2021-05-25,Fiend,23 - 17,57.5%,69.6%,52.9%
2021-05-25,BIG,33 - 25,56.9%,63.6%,36.0%
2021-05-25,Complexity,18 - 24,42.9%,83.3%,29.2%
2021-05-25,Extra Salt,27 - 23,54.0%,63.0%,17.4%
2021-05-25,FaZe,19 - 15,55.9%,73.7%,40.0%
2021-05-25,Sprout,34 - 28,54.8%,55.9%,25.0%
2021-05-25,FURIA,20 - 32,38.5%,70.0%,9.4%
2021-05-25,Endpoint,21 - 35,37.5%,47.6%,45.7%
2021-05-25,AGO,12 - 18,40.0%,66.7%,16.7%
2021-05-24,EPG Family,12 - 18,40.0%,91.7%,33.3%
2021-05-24,Heroic,13 - 17,43.3%,100.0%,52.9%
2021-05-24,MOUZ,32 - 30,51.6%,68.8%,26.7%
2021-05-24,Spirit,18 - 10,64.3%,77.8%,30.0%
2021-05-24,FunPlus Phoenix,12 - 16,42.9%,50.0%,18.8%
2021-05-24,Sinners,23 - 17,57.5%,87.0%,35.3%
2021-05-24,Gambit,24 - 18,57.1%,91.7%,16.7%
2021-05-24,Natus Vincere,17 - 21,44.7%,64.7%,23.8%
2021-05-24,ENCE,22 - 20,52.4%,59.1%,35.0%
2021-05-24,Vitality,13 - 17,43.3%,84.6%,58.8%
2021-05-24,DBL PONEY,19 - 15,55.9%,63.2%,40.0%
2021-05-24,G2,37 - 29,56.1%,67.6%,24.1%
2021-05-24,forZe,32 - 38,45.7%,78.1%,39.5%
2021-05-24,SKADE,43 - 41,51.2%,79.1%,17.1%
2021-05-24,Movistar Riders,29 - 31,48.3%,75.9%,19.4%
2021-05-24,Astralis,14 - 14,50.0%,71.4%,28.6%
2021-05-24,BIG,33 - 23,58.9%,63.6%,43.5%
2021-05-24,Complexity,17 - 21,44.7%,82.4%,33.3%
2021-05-24,Virtus.pro,13 - 15,46.4%,61.5%,40.0%
2021-05-24,Extra Salt,31 - 25,55.4%,58.1%,20.0%
2021-05-24,Entropiq,16 - 14,53.3%,75.0%,21.4%
2021-05-24,FaZe,19 - 15,55.9%,73.7%,40.0%
2021-05-24,Sprout,34 - 28,54.8%,55.9%,25.0%
2021-05-24,FURIA,20 - 32,38.5%,70.0%,9.4%
2021-05-24,Fiend,17 - 17,50.0%,76.5%,52.9%
2021-05-24,Endpoint,21 - 29,42.0%,47.6%,44.8%
2021-05-23,EPG Family,12 - 18,40.0%,91.7%,33.3%
2021-05-23,Heroic,13 - 17,43.3%,100.0%,52.9%
2021-05-23,MOUZ,32 - 30,51.6%,68.8%,26.7%
2021-05-23,Sinners,21 - 15,58.3%,90.5%,40.0%
2021-05-23,FunPlus Phoenix,12 - 16,42.9%,50.0%,18.8%
2021-05-23,Natus Vincere,17 - 21,44.7%,64.7%,23.8%
2021-05-23,ENCE,26 - 22,54.2%,57.7%,31.8%
2021-05-23,Gambit,21 - 15,58.3%,90.5%,13.3%
2021-05-23,Vitality,13 - 17,43.3%,84.6%,58.8%
2021-05-23,G2,37 - 29,56.1%,67.6%,24.1%
2021-05-23,Movistar Riders,26 - 30,46.4%,76.9%,20.0%
2021-05-23,DBL PONEY,21 - 19,52.5%,66.7%,42.1%
2021-05-23,forZe,31 - 35,47.0%,77.4%,40.0%
2021-05-23,BIG,37 - 23,61.7%,67.6%,43.5%
2021-05-23,SKADE,43 - 41,51.2%,79.1%,17.1%
2021-05-23,Astralis,14 - 14,50.0%,71.4%,28.6%
2021-05-23,Virtus.pro,13 - 15,46.4%,61.5%,40.0%
2021-05-23,Extra Salt,31 - 25,55.4%,58.1%,20.0%
2021-05-23,Complexity,17 - 25,40.5%,82.4%,28.0%
2021-05-23,FaZe,19 - 15,55.9%,73.7%,40.0%
2021-05-23,Sprout,34 - 28,54.8%,55.9%,25.0%
2021-05-23,Fiend,17 - 17,50.0%,76.5%,52.9%
2021-05-23,FURIA,19 - 29,39.6%,68.4%,10.3%
2021-05-23,Endpoint,21 - 29,42.0%,47.6%,44.8%
2021-05-23,HAVU,16 - 12,57.1%,56.2%,25.0%
2021-05-22,EPG Family,12 - 18,40.0%,91.7%,33.3%
2021-05-22,Heroic,13 - 17,43.3%,100.0%,52.9%
2021-05-22,MOUZ,29 - 29,50.0%,69.0%,27.6%
2021-05-22,Sinners,21 - 15,58.3%,90.5%,40.0%
2021-05-22,FunPlus Phoenix,12 - 16,42.9%,50.0%,18.8%
2021-05-22,Natus Vincere,17 - 21,44.7%,64.7%,23.8%
2021-05-22,ENCE,26 - 22,54.2%,57.7%,31.8%
2021-05-22,Gambit,21 - 15,58.3%,90.5%,13.3%
2021-05-22,Vitality,13 - 17,43.3%,84.6%,58.8%
2021-05-22,G2,32 - 28,53.3%,65.6%,21.4%
2021-05-22,Movistar Riders,26 - 30,46.4%,76.9%,20.0%
2021-05-22,DBL PONEY,21 - 19,52.5%,66.7%,42.1%
2021-05-22,forZe,31 - 35,47.0%,77.4%,40.0%
2021-05-22,BIG,39 - 25,60.9%,66.7%,40.0%
2021-05-22,SKADE,43 - 41,51.2%,79.1%,17.1%
2021-05-22,Virtus.pro,15 - 19,44.1%,60.0%,36.8%
2021-05-22,Complexity,17 - 25,40.5%,82.4%,28.0%
2021-05-22,Extra Salt,28 - 22,56.0%,57.1%,22.7%
2021-05-22,Sprout,36 - 28,56.2%,52.8%,25.0%
2021-05-22,FaZe,19 - 15,55.9%,73.7%,40.0%
2021-05-22,Fiend,17 - 17,50.0%,76.5%,52.9%
2021-05-22,HAVU,20 - 14,58.8%,60.0%,28.6%
2021-05-22,Endpoint,21 - 29,42.0%,47.6%,44.8%
2021-05-22,FURIA,17 - 27,38.6%,64.7%,11.1%
2021-05-21,EPG Family,12 - 18,40.0%,91.7%,33.3%
2021-05-21,Heroic,13 - 17,43.3%,100.0%,52.9%
2021-05-21,MOUZ,29 - 29,50.0%,69.0%,27.6%
2021-05-21,Sinners,21 - 15,58.3%,90.5%,40.0%
2021-05-21,FunPlus Phoenix,12 - 16,42.9%,50.0%,18.8%
2021-05-21,Natus Vincere,17 - 21,44.7%,64.7%,23.8%
2021-05-21,ENCE,26 - 22,54.2%,57.7%,31.8%
2021-05-21,Gambit,21 - 15,58.3%,90.5%,13.3%
2021-05-21,Vitality,13 - 17,43.3%,84.6%,58.8%
2021-05-21,G2,32 - 28,53.3%,65.6%,21.4%
2021-05-21,Movistar Riders,28 - 30,48.3%,78.6%,20.0%
2021-05-21,DBL PONEY,21 - 19,52.5%,66.7%,42.1%
2021-05-21,forZe,34 - 38,47.2%,76.5%,36.8%
2021-05-21,SKADE,43 - 43,50.0%,79.1%,16.3%
2021-05-21,Extra Salt,31 - 23,57.4%,58.1%,21.7%
2021-05-21,BIG,35 - 23,60.3%,68.6%,39.1%
2021-05-21,Virtus.pro,14 - 16,46.7%,57.1%,43.8%
2021-05-21,Complexity,20 - 28,41.7%,85.0%,28.6%
2021-05-21,Sprout,34 - 24,58.6%,52.9%,20.8%
2021-05-21,Dignitas,12 - 16,42.9%,91.7%,37.5%
2021-05-21,FaZe,19 - 15,55.9%,73.7%,40.0%
2021-05-21,Fiend,17 - 17,50.0%,76.5%,52.9%
2021-05-21,HAVU,20 - 14,58.8%,60.0%,28.6%
2021-05-21,Endpoint,21 - 29,42.0%,47.6%,44.8%
2021-05-21,FURIA,17 - 27,38.6%,64.7%,11.1%
2021-05-20,EPG Family,12 - 18,40.0%,91.7%,33.3%
2021-05-20,MOUZ,29 - 29,50.0%,69.0%,27.6%
2021-05-20,Sinners,21 - 15,58.3%,90.5%,40.0%
2021-05-20,Gambit,20 - 12,62.5%,90.0%,8.3%
2021-05-20,Natus Vincere,14 - 20,41.2%,64.3%,25.0%
2021-05-20,ENCE,26 - 22,54.2%,57.7%,31.8%
2021-05-20,G2,32 - 28,53.3%,65.6%,21.4%
2021-05-20,Movistar Riders,28 - 30,48.3%,78.6%,20.0%
2021-05-20,DBL PONEY,21 - 19,52.5%,66.7%,42.1%
2021-05-20,SKADE,43 - 45,48.9%,79.1%,15.6%
2021-05-20,Dignitas,15 - 17,46.9%,93.3%,41.2%
2021-05-20,forZe,34 - 38,47.2%,76.5%,36.8%
2021-05-20,Extra Salt,32 - 24,57.1%,59.4%,20.8%
2021-05-20,Complexity,18 - 26,40.9%,88.9%,30.8%
2021-05-20,Virtus.pro,14 - 16,46.7%,57.1%,43.8%
2021-05-20,BIG,38 - 26,59.4%,68.4%,34.6%
2021-05-20,Sprout,34 - 24,58.6%,52.9%,20.8%
2021-05-20,FaZe,19 - 15,55.9%,73.7%,40.0%
2021-05-20,Fiend,17 - 17,50.0%,76.5%,52.9%
