Index,Date,Team1,Team2,Team1_country,Team2_country,Map,Team1_Score,Team2_Score,Event,Total_rounds,rnd_diff,winner,Team1_region,Team2_region,Event_priority
1650,2021-07-03,777,FURIA,Norway,Brazil,Nuke,5,16,Elisa Invitational Summer 2021,21,-11,2,EU,SA,2
1651,2021-07-03,FURIA,777,Brazil,Norway,Overpass,16,13,Elisa Invitational Summer 2021,29,3,1,SA,EU,2
1652,2021-07-03,Spirit,K23,Russia,Kazakhstan,Mirage,16,14,StarLadder CIS RMR 2021,30,2,1,CIS,CIS,2
1653,2021-07-03,Spirit,K23,Russia,Kazakhstan,Dust2,16,10,StarLadder CIS RMR 2021,26,6,1,CIS,CIS,2
1654,2021-07-03,Spirit,K23,Russia,Kazakhstan,Inferno,8,16,StarLadder CIS RMR 2021,24,-8,2,CIS,CIS,2
1655,2021-07-03,forZe,Entropiq,Russia,Russia,Overpass,16,5,StarLadder CIS RMR 2021,21,11,1,CIS,CIS,2
1656,2021-07-03,Entropiq,forZe,Russia,Russia,Ancient,12,16,StarLadder CIS RMR 2021,28,-4,2,CIS,CIS,2
1657,2021-07-03,Extra Salt,paiN,North America,Brazil,Ancient,16,11,DreamHack Open June 2021 North America,27,5,1,N_A,SA,2
1658,2021-07-03,paiN,Extra Salt,Brazil,North America,Vertigo,6,16,DreamHack Open June 2021 North America,22,-10,2,SA,N_A,2
1659,2021-07-03,Extra Salt,paiN,North America,Brazil,Inferno,13,16,DreamHack Open June 2021 North America,29,-3,2,N_A,SA,2
1660,2021-07-02,Party Astronauts,O PLANO,United States,Brazil,Inferno,14,16,DreamHack Open June 2021 North America,30,-2,2,N_A,SA,2
1661,2021-07-02,O PLANO,Party Astronauts,Brazil,United States,Nuke,16,9,DreamHack Open June 2021 North America,25,7,1,SA,N_A,2
1662,2021-07-02,Party Astronauts,O PLANO,United States,Brazil,Mirage,16,13,DreamHack Open June 2021 North America,29,3,1,N_A,SA,2
1663,2021-07-02,TeamOne,ENCE,Brazil,Europe,Ancient,13,16,Pinnacle Cup II,29,-3,2,SA,EU,2
1664,2021-07-02,ENCE,TeamOne,Europe,Brazil,Nuke,16,9,Pinnacle Cup II,25,7,1,EU,SA,2
1665,2021-07-02,Spirit,Natus Vincere,Russia,Russia,Nuke,3,16,StarLadder CIS RMR 2021,19,-13,2,CIS,CIS,2
1666,2021-07-02,Natus Vincere,Spirit,Russia,Russia,Overpass,17,19,StarLadder CIS RMR 2021,36,-2,2,CIS,CIS,2
1667,2021-07-02,Spirit,Natus Vincere,Russia,Russia,Mirage,10,16,StarLadder CIS RMR 2021,26,-6,2,CIS,CIS,2
1668,2021-07-02,Anonymo,Nemiga,Poland,Belarus,Mirage,16,12,ESEA Premier Season 37 Europe,28,4,1,EU,CIS,2
1669,2021-07-02,Anonymo,Nemiga,Poland,Belarus,Inferno,11,16,ESEA Premier Season 37 Europe,27,-5,2,EU,CIS,2
1670,2021-07-02,Nemiga,Anonymo,Belarus,Poland,Nuke,14,16,ESEA Premier Season 37 Europe,30,-2,2,CIS,EU,2
1671,2021-07-02,BIG,SKADE,Germany,Bulgaria,Mirage,11,16,Elisa Invitational Summer 2021,27,-5,2,EU,EU,2
1672,2021-07-02,SKADE,BIG,Bulgaria,Germany,Vertigo,16,6,Elisa Invitational Summer 2021,22,10,1,EU,EU,2
1673,2021-07-02,BIG,SKADE,Germany,Bulgaria,Overpass,19,16,Elisa Invitational Summer 2021,35,3,1,EU,EU,2
1674,2021-07-02,HAVU,MIBR,Finland,Brazil,Ancient,7,16,Pinnacle Cup II,23,-9,2,EU,SA,2
1675,2021-07-02,HAVU,MIBR,Finland,Brazil,Mirage,11,16,Pinnacle Cup II,27,-5,2,EU,SA,2
1676,2021-07-02,MIBR,HAVU,Brazil,Finland,Dust2,3,16,Pinnacle Cup II,19,-13,2,SA,EU,2
1677,2021-07-02,K23,Gambit,Kazakhstan,Russia,Mirage,8,16,StarLadder CIS RMR 2021,24,-8,2,CIS,CIS,2
1678,2021-07-02,Gambit,K23,Russia,Kazakhstan,Inferno,16,12,StarLadder CIS RMR 2021,28,4,1,CIS,CIS,2
1679,2021-07-02,Young Ninjas,Fiend,Sweden,Bulgaria,Overpass,14,16,Pinnacle Cup II,30,-2,2,EU,EU,2
1680,2021-07-02,Young Ninjas,Fiend,Sweden,Bulgaria,Mirage,2,16,Pinnacle Cup II,18,-14,2,EU,EU,2
1681,2021-07-02,Fiend,Young Ninjas,Bulgaria,Sweden,Inferno,4,16,Pinnacle Cup II,20,-12,2,EU,EU,2
1682,2021-07-02,O PLANO,GODSENT,Brazil,Brazil,Dust2,16,11,DreamHack Open June 2021 North America,27,5,1,SA,SA,2
1683,2021-07-02,O PLANO,GODSENT,Brazil,Brazil,Inferno,16,9,DreamHack Open June 2021 North America,25,7,1,SA,SA,2
1684,2021-07-02,GODSENT,O PLANO,Brazil,Brazil,Ancient,16,5,DreamHack Open June 2021 North America,21,11,1,SA,SA,2
1685,2021-07-01,DBL PONEY,Entropiq,France,Russia,Dust2,9,16,Elisa Invitational Summer 2021,25,-7,2,EU,CIS,2
1686,2021-07-01,DBL PONEY,Entropiq,France,Russia,Overpass,8,16,Elisa Invitational Summer 2021,24,-8,2,EU,CIS,2
1687,2021-07-01,Entropiq,DBL PONEY,Russia,France,Vertigo,14,16,Elisa Invitational Summer 2021,30,-2,2,CIS,EU,2
1688,2021-07-01,Natus Vincere,Gambit,Russia,Russia,Inferno,11,16,StarLadder CIS RMR 2021,27,-5,2,CIS,CIS,2
1689,2021-07-01,Natus Vincere,Gambit,Russia,Russia,Dust2,13,16,StarLadder CIS RMR 2021,29,-3,2,CIS,CIS,2
1690,2021-07-01,Natus Vincere,Gambit,Russia,Russia,Mirage,16,13,StarLadder CIS RMR 2021,29,3,1,CIS,CIS,2
1691,2021-07-01,forZe,Nemiga,Russia,Belarus,Inferno,16,10,StarLadder CIS RMR 2021,26,6,1,CIS,CIS,2
1692,2021-07-01,Nemiga,forZe,Belarus,Russia,Mirage,14,16,StarLadder CIS RMR 2021,30,-2,2,CIS,CIS,2
1693,2021-07-01,Sinners,AGO,Czech Republic,Poland,Nuke,22,20,Pinnacle Cup II,42,2,1,EU,EU,2
1694,2021-07-01,Sinners,AGO,Czech Republic,Poland,Vertigo,16,8,Pinnacle Cup II,24,8,1,EU,EU,2
1695,2021-07-01,Fiend,SKADE,Bulgaria,Bulgaria,Dust2,8,16,Elisa Invitational Summer 2021,24,-8,2,EU,EU,2
1696,2021-07-01,SKADE,Fiend,Bulgaria,Bulgaria,Mirage,16,14,Elisa Invitational Summer 2021,30,2,1,EU,EU,2
1697,2021-07-01,Fiend,SKADE,Bulgaria,Bulgaria,Overpass,16,6,Elisa Invitational Summer 2021,22,10,1,EU,EU,2
1698,2021-07-01,Virtus.pro,Entropiq,CIS,Russia,Dust2,12,16,StarLadder CIS RMR 2021,28,-4,2,CIS,CIS,2
1699,2021-07-01,100PG,K23,Kazakhstan,Kazakhstan,Inferno,8,16,StarLadder CIS RMR 2021,24,-8,2,CIS,CIS,2
1700,2021-07-01,Copenhagen Flames,Endpoint,Denmark,United Kingdom,Inferno,5,16,Pinnacle Cup II,21,-11,2,EU,EU,2
1701,2021-07-01,Endpoint,Copenhagen Flames,United Kingdom,Denmark,Vertigo,16,8,Pinnacle Cup II,24,8,1,EU,EU,2
1702,2021-07-01,Virtus.pro,Entropiq,CIS,Russia,Overpass,14,16,StarLadder CIS RMR 2021,30,-2,2,CIS,CIS,2
1703,2021-07-01,K23,100PG,Kazakhstan,Kazakhstan,Ancient,16,14,StarLadder CIS RMR 2021,30,2,1,CIS,CIS,2
1704,2021-07-01,DBL PONEY,Lyngby Vikings,France,Denmark,Vertigo,19,22,Pinnacle Cup II,41,-3,2,EU,EU,2
1705,2021-07-01,Lyngby Vikings,DBL PONEY,Denmark,France,Nuke,16,11,Pinnacle Cup II,27,5,1,EU,EU,2
1706,2021-07-01,100PG,SKADE,Kazakhstan,Bulgaria,Inferno,14,16,Pinnacle Cup II,30,-2,2,CIS,EU,2
1707,2021-07-01,100PG,SKADE,Kazakhstan,Bulgaria,Ancient,16,12,Pinnacle Cup II,28,4,1,CIS,EU,2
1708,2021-07-01,SKADE,100PG,Bulgaria,Kazakhstan,Dust2,16,12,Pinnacle Cup II,28,4,1,EU,CIS,2
1709,2021-06-30,paiN,Party Astronauts,Brazil,United States,Inferno,23,25,DreamHack Open June 2021 North America,48,-2,2,SA,N_A,2
1710,2021-06-30,Party Astronauts,paiN,United States,Brazil,Ancient,8,16,DreamHack Open June 2021 North America,24,-8,2,N_A,SA,2
1711,2021-06-30,paiN,Party Astronauts,Brazil,United States,Mirage,8,16,DreamHack Open June 2021 North America,24,-8,2,SA,N_A,2
1712,2021-06-30,GODSENT,Extra Salt,Brazil,North America,Ancient,15,19,DreamHack Open June 2021 North America,34,-4,2,SA,N_A,2
1713,2021-06-30,Extra Salt,GODSENT,North America,Brazil,Vertigo,16,12,DreamHack Open June 2021 North America,28,4,1,N_A,SA,2
1714,2021-06-30,777,HAVU,Norway,Finland,Ancient,16,9,Elisa Invitational Summer 2021,25,7,1,EU,EU,2
1715,2021-06-30,HAVU,777,Finland,Norway,Overpass,14,16,Elisa Invitational Summer 2021,30,-2,2,EU,EU,2
1716,2021-06-30,777,HAVU,Norway,Finland,Dust2,14,16,Elisa Invitational Summer 2021,30,-2,2,EU,EU,2
1717,2021-06-30,Virtus.pro,K23,CIS,Kazakhstan,Overpass,16,14,StarLadder CIS RMR 2021,30,2,1,CIS,CIS,2
1718,2021-06-30,K23,Virtus.pro,Kazakhstan,CIS,Inferno,16,14,StarLadder CIS RMR 2021,30,2,1,CIS,CIS,2
1719,2021-06-30,K23,Virtus.pro,Kazakhstan,CIS,Dust2,11,16,StarLadder CIS RMR 2021,27,-5,2,CIS,CIS,2
1720,2021-06-30,forZe,Natus Vincere,Russia,Russia,Dust2,14,16,StarLadder CIS RMR 2021,30,-2,2,CIS,CIS,2
1721,2021-06-30,Natus Vincere,forZe,Russia,Russia,Ancient,16,8,StarLadder CIS RMR 2021,24,8,1,CIS,CIS,2
1722,2021-06-30,Entropiq,Complexity,Russia,Europe,Mirage,12,16,Spring Sweet Spring 3,28,-4,2,CIS,EU,3
1723,2021-06-30,Complexity,Entropiq,Europe,Russia,Overpass,16,9,Spring Sweet Spring 3,25,7,1,EU,CIS,3
1724,2021-06-30,SAW,Endpoint,Portugal,United Kingdom,Dust2,4,16,Elisa Invitational Summer 2021,20,-12,2,EU,EU,2
1725,2021-06-30,SAW,Endpoint,Portugal,United Kingdom,Overpass,10,16,Elisa Invitational Summer 2021,26,-6,2,EU,EU,2
1726,2021-06-30,Akuma,Nemiga,Ukraine,Belarus,Nuke,11,16,StarLadder CIS RMR 2021,27,-5,2,CIS,CIS,2
1727,2021-06-30,Nemiga,Akuma,Belarus,Ukraine,Vertigo,16,5,StarLadder CIS RMR 2021,21,11,1,CIS,CIS,2
1728,2021-06-30,Akuma,Nemiga,Ukraine,Belarus,Inferno,19,15,StarLadder CIS RMR 2021,34,4,1,CIS,CIS,2
1729,2021-06-30,Spirit,100PG,Russia,Kazakhstan,Dust2,16,4,StarLadder CIS RMR 2021,20,12,1,CIS,CIS,2
1730,2021-06-30,100PG,Spirit,Kazakhstan,Russia,Nuke,8,16,StarLadder CIS RMR 2021,24,-8,2,CIS,CIS,2
1731,2021-06-30,Spirit,100PG,Russia,Kazakhstan,Inferno,7,16,StarLadder CIS RMR 2021,23,-9,2,CIS,CIS,2
1732,2021-06-30,1WIN,Complexity,Russia,Europe,Overpass,13,16,Spring Sweet Spring 3,29,-3,2,CIS,EU,3
1733,2021-06-30,1WIN,Complexity,Russia,Europe,Mirage,16,2,Spring Sweet Spring 3,18,14,1,CIS,EU,3
1734,2021-06-30,Complexity,1WIN,Europe,Russia,Nuke,16,10,Spring Sweet Spring 3,26,6,1,EU,CIS,3
1735,2021-06-30,Entropiq,AGO,Russia,Poland,Nuke,16,7,Spring Sweet Spring 3,23,9,1,CIS,EU,3
1736,2021-06-30,AGO,Entropiq,Poland,Russia,Dust2,11,16,Spring Sweet Spring 3,27,-5,2,EU,CIS,3
1737,2021-06-30,Entropiq,AGO,Russia,Poland,Ancient,10,16,Spring Sweet Spring 3,26,-6,2,CIS,EU,3
1738,2021-06-30,O PLANO,GODSENT,Brazil,Brazil,Vertigo,5,16,DreamHack Open June 2021 North America,21,-11,2,SA,SA,2
1739,2021-06-30,O PLANO,GODSENT,Brazil,Brazil,Dust2,11,16,DreamHack Open June 2021 North America,27,-5,2,SA,SA,2
1740,2021-06-29,1WIN,100PG,Russia,Kazakhstan,Overpass,10,16,Pinnacle Cup II,26,-6,2,CIS,CIS,2
1741,2021-06-29,1WIN,100PG,Russia,Kazakhstan,Dust2,17,19,Pinnacle Cup II,36,-2,2,CIS,CIS,2
1742,2021-06-29,100PG,1WIN,Kazakhstan,Russia,Mirage,9,16,Pinnacle Cup II,25,-7,2,CIS,CIS,2
1743,2021-06-29,Spirit,Virtus.pro,Russia,CIS,Overpass,16,7,StarLadder CIS RMR 2021,23,9,1,CIS,CIS,2
1744,2021-06-29,Spirit,Virtus.pro,Russia,CIS,Dust2,16,13,StarLadder CIS RMR 2021,29,3,1,CIS,CIS,2
1745,2021-06-29,Spirit,Virtus.pro,Russia,CIS,Inferno,11,16,StarLadder CIS RMR 2021,27,-5,2,CIS,CIS,2
1746,2021-06-29,forZe,Gambit,Russia,Russia,Dust2,6,16,StarLadder CIS RMR 2021,22,-10,2,CIS,CIS,2
1747,2021-06-29,Gambit,forZe,Russia,Russia,Ancient,16,12,StarLadder CIS RMR 2021,28,4,1,CIS,CIS,2
1748,2021-06-29,1WIN,FURIA,Russia,Brazil,Ancient,16,12,Spring Sweet Spring 3,28,4,1,CIS,SA,3
1749,2021-06-29,FURIA,1WIN,Brazil,Russia,Overpass,19,22,Spring Sweet Spring 3,41,-3,2,SA,CIS,3
1750,2021-06-29,K23,Entropiq,Kazakhstan,Russia,Nuke,16,12,StarLadder CIS RMR 2021,28,4,1,CIS,CIS,2
1751,2021-06-29,Entropiq,K23,Russia,Kazakhstan,Dust2,13,16,StarLadder CIS RMR 2021,29,-3,2,CIS,CIS,2
1752,2021-06-29,Akuma,Natus Vincere,Ukraine,Russia,Nuke,6,16,StarLadder CIS RMR 2021,22,-10,2,CIS,CIS,2
1753,2021-06-29,Natus Vincere,Akuma,Russia,Ukraine,Mirage,16,5,StarLadder CIS RMR 2021,21,11,1,CIS,CIS,2
1754,2021-06-29,Complexity,Fiend,Europe,Bulgaria,Mirage,16,13,Spring Sweet Spring 3,29,3,1,EU,EU,3
1755,2021-06-29,Fiend,Complexity,Bulgaria,Europe,Nuke,12,16,Spring Sweet Spring 3,28,-4,2,EU,EU,3
1756,2021-06-29,Sangal,Young Ninjas,Turkey,Sweden,Nuke,17,19,Pinnacle Cup II,36,-2,2,EU,EU,2
1757,2021-06-29,Sangal,Young Ninjas,Turkey,Sweden,Vertigo,16,10,Pinnacle Cup II,26,6,1,EU,EU,2
1758,2021-06-29,Sangal,Young Ninjas,Turkey,Sweden,Inferno,14,16,Pinnacle Cup II,30,-2,2,EU,EU,2
1759,2021-06-29,SKADE,AGO,Bulgaria,Poland,Ancient,8,16,Spring Sweet Spring 3,24,-8,2,EU,EU,3
1760,2021-06-29,AGO,SKADE,Poland,Bulgaria,Dust2,16,9,Spring Sweet Spring 3,25,7,1,EU,EU,3
1761,2021-06-29,Copenhagen Flames,Entropiq,Denmark,Russia,Overpass,9,16,Spring Sweet Spring 3,25,-7,2,EU,CIS,3
1762,2021-06-29,Copenhagen Flames,Entropiq,Denmark,Russia,Mirage,8,16,Spring Sweet Spring 3,24,-8,2,EU,CIS,3
1763,2021-06-29,Entropiq,Copenhagen Flames,Russia,Denmark,Vertigo,14,16,Spring Sweet Spring 3,30,-2,2,CIS,EU,3
1764,2021-06-28,Natus Vincere,Nemiga,Russia,Belarus,Mirage,16,12,StarLadder CIS RMR 2021,28,4,1,CIS,CIS,2
1765,2021-06-28,Nemiga,Natus Vincere,Belarus,Russia,Dust2,16,12,StarLadder CIS RMR 2021,28,4,1,CIS,CIS,2
1766,2021-06-28,Natus Vincere,Nemiga,Russia,Belarus,Inferno,16,7,StarLadder CIS RMR 2021,23,9,1,CIS,CIS,2
1767,2021-06-28,Spirit,K23,Russia,Kazakhstan,Overpass,16,6,StarLadder CIS RMR 2021,22,10,1,CIS,CIS,2
1768,2021-06-28,K23,Spirit,Kazakhstan,Russia,Nuke,7,16,StarLadder CIS RMR 2021,23,-9,2,CIS,CIS,2
1769,2021-06-28,Spirit,K23,Russia,Kazakhstan,Inferno,16,19,StarLadder CIS RMR 2021,35,-3,2,CIS,CIS,2
1770,2021-06-28,EXTREMUM,Fiend,Oceania,Bulgaria,Ancient,5,16,Spring Sweet Spring 3,21,-11,2,Oceania,EU,3
1771,2021-06-28,EXTREMUM,Fiend,Oceania,Bulgaria,Mirage,11,16,Spring Sweet Spring 3,27,-5,2,Oceania,EU,3
1772,2021-06-28,Fiend,EXTREMUM,Bulgaria,Oceania,Inferno,15,19,Spring Sweet Spring 3,34,-4,2,EU,Oceania,3
1773,2021-06-28,Entropiq,100PG,Russia,Kazakhstan,Overpass,16,14,StarLadder CIS RMR 2021,30,2,1,CIS,CIS,2
1774,2021-06-28,Entropiq,100PG,Russia,Kazakhstan,Nuke,16,10,StarLadder CIS RMR 2021,26,6,1,CIS,CIS,2
1775,2021-06-28,Entropiq,100PG,Russia,Kazakhstan,Dust2,12,16,StarLadder CIS RMR 2021,28,-4,2,CIS,CIS,2
1776,2021-06-28,Gambit,Akuma,Russia,Ukraine,Inferno,16,6,StarLadder CIS RMR 2021,22,10,1,CIS,CIS,2
1777,2021-06-28,Akuma,Gambit,Ukraine,Russia,Vertigo,10,16,StarLadder CIS RMR 2021,26,-6,2,CIS,CIS,2
1778,2021-06-28,Endpoint,AGO,United Kingdom,Poland,Ancient,16,19,Spring Sweet Spring 3,35,-3,2,EU,EU,3
1779,2021-06-28,AGO,Endpoint,Poland,United Kingdom,Vertigo,7,16,Spring Sweet Spring 3,23,-9,2,EU,EU,3
1780,2021-06-28,Endpoint,AGO,United Kingdom,Poland,Mirage,12,16,Spring Sweet Spring 3,28,-4,2,EU,EU,3
1781,2021-06-28,Anonymo,1WIN,Poland,Russia,Dust2,8,16,Spring Sweet Spring 3,24,-8,2,EU,CIS,3
1782,2021-06-28,1WIN,Anonymo,Russia,Poland,Nuke,16,4,Spring Sweet Spring 3,20,12,1,CIS,EU,3
1783,2021-06-28,Bad News Bears,GODSENT,United States,Brazil,Ancient,14,16,ESEA Summer 2021 Cash Cup 2 North America,30,-2,2,N_A,SA,2
1784,2021-06-28,Bad News Bears,GODSENT,United States,Brazil,Inferno,5,16,ESEA Summer 2021 Cash Cup 2 North America,21,-11,2,N_A,SA,2
1785,2021-06-28,Extra Salt,TeamOne,North America,Brazil,Inferno,8,16,ESEA Premier Season 37 North America,24,-8,2,N_A,SA,2
1786,2021-06-28,TeamOne,Extra Salt,Brazil,North America,Ancient,10,16,ESEA Premier Season 37 North America,26,-6,2,SA,N_A,2
1787,2021-06-28,Extra Salt,TeamOne,North America,Brazil,Mirage,13,16,ESEA Premier Season 37 North America,29,-3,2,N_A,SA,2
1788,2021-06-27,HAVU,Young Ninjas,Finland,Sweden,Ancient,16,13,Elisa Invitational Summer 2021,29,3,1,EU,EU,2
1789,2021-06-27,Young Ninjas,HAVU,Sweden,Finland,Overpass,16,10,Elisa Invitational Summer 2021,26,6,1,EU,EU,2
1790,2021-06-27,HAVU,Young Ninjas,Finland,Sweden,Inferno,22,19,Elisa Invitational Summer 2021,41,3,1,EU,EU,2
1791,2021-06-27,Spirit,Entropiq,Russia,Russia,Mirage,16,13,StarLadder CIS RMR 2021,29,3,1,CIS,CIS,2
1792,2021-06-27,Entropiq,Spirit,Russia,Russia,Dust2,9,16,StarLadder CIS RMR 2021,25,-7,2,CIS,CIS,2
1793,2021-06-27,Spirit,Entropiq,Russia,Russia,Nuke,29,31,StarLadder CIS RMR 2021,60,-2,2,CIS,CIS,2
1794,2021-06-27,AGO,Sinners,Poland,Czech Republic,Vertigo,12,16,ESEA Premier Season 37 Europe,28,-4,2,EU,EU,2
1795,2021-06-27,AGO,Sinners,Poland,Czech Republic,Nuke,8,16,ESEA Premier Season 37 Europe,24,-8,2,EU,EU,2
1796,2021-06-27,Virtus.pro,100PG,CIS,Kazakhstan,Overpass,16,19,StarLadder CIS RMR 2021,35,-3,2,CIS,CIS,2
1797,2021-06-27,100PG,Virtus.pro,Kazakhstan,CIS,Inferno,11,16,StarLadder CIS RMR 2021,27,-5,2,CIS,CIS,2
1798,2021-06-27,100PG,Virtus.pro,Kazakhstan,CIS,Dust2,16,13,StarLadder CIS RMR 2021,29,3,1,CIS,CIS,2
1799,2021-06-27,DBL PONEY,SKADE,France,Bulgaria,Inferno,12,16,Elisa Invitational Summer 2021,28,-4,2,EU,EU,2
1800,2021-06-27,DBL PONEY,SKADE,France,Bulgaria,Overpass,12,16,Elisa Invitational Summer 2021,28,-4,2,EU,EU,2
1801,2021-06-27,SKADE,DBL PONEY,Bulgaria,France,Dust2,11,16,Elisa Invitational Summer 2021,27,-5,2,EU,EU,2
1802,2021-06-27,FURIA,BIG,Brazil,Germany,Vertigo,20,22,Gamers Without Borders 2021,42,-2,2,SA,EU,3
1803,2021-06-27,BIG,FURIA,Germany,Brazil,Inferno,19,16,Gamers Without Borders 2021,35,3,1,EU,SA,3
1804,2021-06-27,FURIA,BIG,Brazil,Germany,Mirage,16,14,Gamers Without Borders 2021,30,2,1,SA,EU,3
1805,2021-06-27,Nemiga,Gambit,Belarus,Russia,Dust2,3,16,StarLadder CIS RMR 2021,19,-13,2,CIS,CIS,2
1806,2021-06-27,Nemiga,Gambit,Belarus,Russia,Vertigo,15,19,StarLadder CIS RMR 2021,34,-4,2,CIS,CIS,2
1807,2021-06-27,Gambit,Nemiga,Russia,Belarus,Inferno,14,16,StarLadder CIS RMR 2021,30,-2,2,CIS,CIS,2
1808,2021-06-27,forZe,Akuma,Russia,Ukraine,Inferno,22,18,StarLadder CIS RMR 2021,40,4,1,CIS,CIS,2
1809,2021-06-27,Akuma,forZe,Ukraine,Russia,Overpass,4,16,StarLadder CIS RMR 2021,20,-12,2,CIS,CIS,2
1810,2021-06-27,Entropiq,DBL PONEY,Russia,France,Overpass,16,8,European Development Championship 4,24,8,1,CIS,EU,3
1811,2021-06-27,Entropiq,DBL PONEY,Russia,France,Dust2,16,12,European Development Championship 4,28,4,1,CIS,EU,3
1812,2021-06-27,DBL PONEY,Entropiq,France,Russia,Vertigo,16,3,European Development Championship 4,19,13,1,EU,CIS,3
1813,2021-06-27,Endpoint,Fiend,United Kingdom,Bulgaria,Mirage,3,16,Elisa Invitational Summer 2021,19,-13,2,EU,EU,2
1814,2021-06-27,Fiend,Endpoint,Bulgaria,United Kingdom,Inferno,16,12,Elisa Invitational Summer 2021,28,4,1,EU,EU,2
1815,2021-06-27,Extra Salt,paiN,North America,Brazil,Nuke,16,13,ESEA Premier Season 37 North America,29,3,1,N_A,SA,2
1816,2021-06-27,paiN,Extra Salt,Brazil,North America,Vertigo,10,16,ESEA Premier Season 37 North America,26,-6,2,SA,N_A,2
1817,2021-06-27,Party Astronauts,Bad News Bears,United States,United States,Mirage,13,16,ESEA Summer 2021 Cash Cup 2 North America,29,-3,2,N_A,N_A,2
1818,2021-06-26,SAW,Endpoint,Portugal,United Kingdom,Dust2,16,12,Elisa Invitational Summer 2021,28,4,1,EU,EU,2
1819,2021-06-26,SAW,Endpoint,Portugal,United Kingdom,Ancient,19,15,Elisa Invitational Summer 2021,34,4,1,EU,EU,2
1820,2021-06-26,Endpoint,SAW,United Kingdom,Portugal,Vertigo,16,8,Elisa Invitational Summer 2021,24,8,1,EU,EU,2
1821,2021-06-26,FURIA,ENCE,Brazil,Europe,Vertigo,16,11,Gamers Without Borders 2021,27,5,1,SA,EU,3
1822,2021-06-26,FURIA,ENCE,Brazil,Europe,Ancient,16,9,Gamers Without Borders 2021,25,7,1,SA,EU,3
1823,2021-06-26,ENCE,FURIA,Europe,Brazil,Mirage,16,8,Gamers Without Borders 2021,24,8,1,EU,SA,3
1824,2021-06-26,AGO,forZe,Poland,Russia,Ancient,19,15,ESEA Premier Season 37 Europe,34,4,1,EU,CIS,2
1825,2021-06-26,AGO,forZe,Poland,Russia,Mirage,8,16,ESEA Premier Season 37 Europe,24,-8,2,EU,CIS,2
1826,2021-06-26,forZe,AGO,Russia,Poland,Nuke,11,16,ESEA Premier Season 37 Europe,27,-5,2,CIS,EU,2
1827,2021-06-26,SKADE,Copenhagen Flames,Bulgaria,Denmark,Overpass,16,10,Elisa Invitational Summer 2021,26,6,1,EU,EU,2
1828,2021-06-26,Copenhagen Flames,SKADE,Denmark,Bulgaria,Mirage,13,16,Elisa Invitational Summer 2021,29,-3,2,EU,EU,2
1829,2021-06-26,SKADE,Copenhagen Flames,Bulgaria,Denmark,Vertigo,9,16,Elisa Invitational Summer 2021,25,-7,2,EU,EU,2
1830,2021-06-26,BIG,MOUZ,Germany,Europe,Vertigo,16,12,Gamers Without Borders 2021,28,4,1,EU,EU,3
1831,2021-06-26,MOUZ,BIG,Europe,Germany,Nuke,14,16,Gamers Without Borders 2021,30,-2,2,EU,EU,3
1832,2021-06-26,BIG,MOUZ,Germany,Europe,Mirage,16,19,Gamers Without Borders 2021,35,-3,2,EU,EU,3
1833,2021-06-26,Copenhagen Flames,DBL PONEY,Denmark,France,Inferno,11,16,European Development Championship 4,27,-5,2,EU,EU,3
1834,2021-06-26,DBL PONEY,Copenhagen Flames,France,Denmark,Vertigo,16,12,European Development Championship 4,28,4,1,EU,EU,3
1835,2021-06-26,Sangal,Entropiq,Turkey,Russia,Train,14,16,European Development Championship 4,30,-2,2,EU,CIS,3
1836,2021-06-26,Entropiq,Sangal,Russia,Turkey,Dust2,10,16,European Development Championship 4,26,-6,2,CIS,EU,3
1837,2021-06-26,Sangal,Entropiq,Turkey,Russia,Nuke,7,16,European Development Championship 4,23,-9,2,EU,CIS,3
1838,2021-06-25,DBL PONEY,Sangal,France,Turkey,Inferno,22,18,Elisa Invitational Summer 2021,40,4,1,EU,EU,2
1839,2021-06-25,Sangal,DBL PONEY,Turkey,France,Nuke,7,16,Elisa Invitational Summer 2021,23,-9,2,EU,EU,2
1840,2021-06-25,FURIA,FaZe,Brazil,Europe,Inferno,16,14,Gamers Without Borders 2021,30,2,1,SA,EU,3
1841,2021-06-25,FaZe,FURIA,Europe,Brazil,Nuke,10,16,Gamers Without Borders 2021,26,-6,2,EU,SA,3
1842,2021-06-25,FURIA,FaZe,Brazil,Europe,Mirage,11,16,Gamers Without Borders 2021,27,-5,2,SA,EU,3
1843,2021-06-25,LDLC,forZe,France,Russia,Ancient,9,16,ESEA Premier Season 37 Europe,25,-7,2,EU,CIS,2
1844,2021-06-25,LDLC,forZe,France,Russia,Mirage,11,16,ESEA Premier Season 37 Europe,27,-5,2,EU,CIS,2
1845,2021-06-25,forZe,LDLC,Russia,France,Inferno,11,16,ESEA Premier Season 37 Europe,27,-5,2,CIS,EU,2
1846,2021-06-25,777,Fiend,Norway,Bulgaria,Ancient,19,17,Elisa Invitational Summer 2021,36,2,1,EU,EU,2
1847,2021-06-25,777,Fiend,Norway,Bulgaria,Mirage,5,16,Elisa Invitational Summer 2021,21,-11,2,EU,EU,2
1848,2021-06-25,Fiend,777,Bulgaria,Norway,Overpass,9,16,Elisa Invitational Summer 2021,25,-7,2,EU,EU,2
1849,2021-06-25,Dignitas,FaZe,Sweden,Europe,Overpass,13,16,Gamers Without Borders 2021,29,-3,2,EU,EU,3
